"Name","Team","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","-1","AVG","OBP","SLG","OPS","wOBA","-1","wRC+","BsR","Fld","-1","Off","Def","WAR","playerid"
"Mitch Morales","Padres","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".186",".220",".241",".461",".206"," ","28","0.0","0.0"," ","-0.1","0.0","0.0","sa602667"
"Jonathan Piron","Rockies","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".191",".212",".255",".468",".206"," ","6","0.0","0.0"," ","-0.1","0.0","0.0","sa736955"
"Franchy Cordero","Padres","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".187",".218",".246",".465",".205"," ","28","0.0","0.0"," ","-0.1","0.0","0.0","sa657481"
"Steven Fuentes","Tigers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".178",".218",".242",".459",".205"," ","21","0.0","0.0"," ","-0.1","0.0","0.0","sa655914"
"Grenny Cumana","Phillies","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".190",".222",".236",".458",".205"," ","22","0.0","0.0"," ","-0.1","0.0","0.0","sa735846"
"Kenneth Peoples-Walls","Cardinals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".185",".212",".251",".463",".204"," ","24","0.0","0.0"," ","-0.1","0.0","0.0","sa597960"
"Manuel Guzman","Twins","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".186",".224",".230",".454",".204"," ","21","0.0","0.0"," ","-0.1","0.0","0.0","sa739471"
"Nick Dean","Dodgers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".182",".221",".232",".454",".204"," ","26","0.0","0.0"," ","-0.1","0.0","0.0","sa876094"
"Keaton Jones","Tigers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".180",".216",".240",".456",".204"," ","20","0.0","0.0"," ","-0.1","0.0","0.0","sa875710"
"Luis Gonzalez","Reds","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".195",".216",".246",".462",".203"," ","19","0.0","0.0"," ","-0.1","0.0","0.0","sa736875"
"Tyler Wampler","Dodgers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".181",".216",".240",".456",".203"," ","25","0.0","0.0"," ","-0.1","0.0","0.0","sa829230"
"Emmanuel Serra","Phillies","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".185",".221",".232",".454",".203"," ","21","0.0","0.0"," ","-0.1","0.0","0.0","sa657468"
"Christian Vazquez","Blue Jays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".185",".215",".243",".458",".203"," ","20","0.0","0.0"," ","-0.1","0.0","0.0","sa738233"
"Carlos Herrera","Rockies","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".192",".218",".240",".458",".203"," ","4","0.0","0.0"," ","-0.1","0.0","0.0","sa830140"
"Jared Breen","Orioles","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".177",".226",".220",".446",".203"," ","18","0.0","0.0"," ","-0.1","0.0","0.0","sa738339"
"Pedro Gonzalez","Rockies","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".178",".206",".254",".459",".203"," ","4","0.0","0.0"," ","-0.1","0.0","0.0","sa872568"
"Emmanuel Marrero","Phillies","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".184",".216",".239",".455",".203"," ","20","0.0","0.0"," ","-0.1","0.0","0.0","sa829119"
"Mikey White","Athletics","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".180",".219",".233",".453",".203"," ","23","0.0","0.0"," ","-0.1","0.0","0.0","sa658966"
"Welfrin Mateo"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".183",".216",".237",".453",".202"," ","20","0.0","0.0"," ","-0.1","0.0","0.0","sa827963"
"Josh Parr","Diamondbacks","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".180",".211",".244",".455",".202"," ","16","0.0","0.0"," ","-0.1","0.0","0.0","sa579806"
"Renaldo Jenkins","Rockies","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".189",".216",".239",".455",".202"," ","4","0.0","0.0"," ","-0.1","0.0","0.0","sa599726"
"Ricardo Andujar","Orioles","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".191",".218",".236",".454",".202"," ","18","0.0","0.0"," ","-0.1","0.0","0.0","sa658092"
"Gabriel Santana","Athletics","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".186",".214",".241",".455",".202"," ","23","0.0","0.0"," ","-0.1","0.0","0.0","sa506054"
"Luis Rengifo","Mariners","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".181",".217",".234",".452",".202"," ","24","0.0","0.0"," ","-0.1","0.0","0.0","sa826671"
"Anthony Pereira"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".177",".213",".241",".453",".202"," ","20","0.0","0.0"," ","-0.1","0.0","0.0","sa826663"
"Jose Martinez","Royals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".189",".219",".232",".451",".201"," ","19","0.0","0.0"," ","-0.1","0.0","0.0","sa736960"
"Chase Jensen","Padres","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".182",".210",".244",".454",".201"," ","25","0.0","0.0"," ","-0.1","0.0","0.0","sa621657"
"Vimael Machin","Cubs","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".180",".219",".228",".447",".201"," ","20","0.0","0.0"," ","-0.1","0.0","0.0","sa602488"
"Aaron Blanton","Marlins","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".180",".219",".229",".448",".201"," ","20","0.0","0.0"," ","-0.1","0.0","0.0","sa737862"
"Peter Van Gansen","Padres","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".181",".219",".228",".447",".201"," ","24","0.0","0.0"," ","-0.1","0.0","0.0","sa875579"
"Hector Vargas","Reds","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".193",".215",".239",".454",".201"," ","17","0.0","0.0"," ","-0.1","0.0","0.0","sa736941"
"Garrett Mattlage","Tigers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".175",".218",".227",".445",".200"," ","18","0.0","0.0"," ","-0.1","0.0","0.0","sa602548"
"Cory Thompson","Reds","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".178",".209",".243",".451",".200"," ","17","0.0","0.0"," ","-0.1","0.0","0.0","sa738349"
"Bryan Cuevas"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".185",".211",".241",".452",".200"," ","19","0.0","0.0"," ","-0.1","0.0","0.0","sa657320"
"Carlos Jimenez"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".185",".210",".240",".451",".200"," ","19","0.0","0.0"," ","-0.1","0.0","0.0","sa828336"
"Jonatan Ynojoso","Twins","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".183",".215",".233",".448",".200"," ","18","0.0","0.0"," ","-0.1","0.0","0.0","sa550597"
"Dimas Ponce","Mets","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".178",".212",".235",".447",".199"," ","24","0.0","0.0"," ","-0.1","0.0","0.0","sa504835"
"Isan Diaz","Diamondbacks","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".175",".210",".237",".447",".199"," ","14","0.0","0.0"," ","-0.1","0.0","0.0","sa828704"
"Angel Ortega","Brewers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".186",".213",".235",".448",".199"," ","15","0.0","0.0"," ","-0.1","0.0","0.0","sa658030"
"Luis Medina"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".180",".214",".232",".446",".199"," ","18","0.0","0.0"," ","-0.1","0.0","0.0","sa824736"
"Eugene Helder","Mariners","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".189",".215",".232",".447",".199"," ","22","0.0","0.0"," ","-0.1","0.0","0.0","sa826786"
"Carlos Diaz","Royals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".192",".215",".232",".447",".199"," ","17","0.0","0.0"," ","-0.1","0.0","0.0","sa736959"
"Alfredo Reyes","Mets","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".184",".213",".234",".447",".199"," ","23","0.0","0.0"," ","-0.1","0.0","0.0","sa597093"
"Niko Gallego","Padres","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".177",".212",".232",".444",".199"," ","23","0.0","0.0"," ","-0.1","0.0","0.0","sa526813"
"Melvin Jimenez"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".183",".216",".227",".443",".198"," ","18","0.0","0.0"," ","-0.1","0.0","0.0","sa872557"
"Tyler Shryock","White Sox","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".179",".218",".222",".440",".198"," ","16","0.0","0.0"," ","-0.1","0.0","0.0","sa738572"
"C.J. Hinojosa","Giants","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".185",".208",".240",".448",".198"," ","25","0.0","0.0"," ","-0.1","0.0","0.0","sa658616"
"Angel Aguilar","Yankees","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".176",".208",".238",".446",".198"," ","16","0.0","0.0"," ","-0.1","0.0","0.0","sa657323"
"Marcos Almonte","Astros","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".176",".208",".236",".444",".198"," ","17","0.0","0.0"," ","-0.1","0.0","0.0","sa828122"
"Erik Forgione","Pirates","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".184",".214",".228",".442",".197"," ","21","0.0","0.0"," ","-0.1","0.0","0.0","sa599516"
"Emmanuel Morel","Twins","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".175",".217",".219",".437",".197"," ","16","0.0","0.0"," ","-0.1","0.0","0.0","sa828178"
"Gregory Munoz","Brewers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".177",".219",".216",".435",".197"," ","13","0.0","0.0"," ","-0.1","0.0","0.0","sa737565"
"Chris Mariscal","Mariners","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".173",".216",".218",".434",".196"," ","20","0.0","0.0"," ","-0.1","0.0","0.0","sa600255"
"Justin Viele","Orioles","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".171",".216",".217",".434",".196"," ","14","0.0","0.0"," ","-0.1","0.0","0.0","sa738726"
"Jeremy Rivera","Red Sox","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".180",".216",".221",".437",".196"," ","12","0.0","0.0"," ","-0.1","0.0","0.0","sa829240"
"Yeiler Peguero"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".179",".215",".223",".438",".196"," ","16","0.0","0.0"," ","-0.1","0.0","0.0","sa872515"
"Ignacio Otano","Brewers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".183",".208",".234",".442",".196"," ","13","0.0","0.0"," ","-0.1","0.0","0.0","sa872858"
"Ramon Beltre","White Sox","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".178",".214",".222",".436",".196"," ","14","0.0","0.0"," ","-0.1","0.0","0.0","sa828230"
"Manuel Geraldo"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".184",".209",".231",".440",".196"," ","16","0.0","0.0"," ","-0.1","0.0","0.0","sa827970"
"Carlos Tovar","Red Sox","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".178",".210",".228",".438",".195"," ","11","0.0","0.0"," ","-0.1","0.0","0.0","sa828311"
"Daniel Mendick","White Sox","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".172",".206",".230",".437",".195"," ","14","0.0","0.0"," ","-0.1","0.0","0.0","sa875320"
"Alejandro Salazar","Braves","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".181",".211",".226",".437",".195"," ","17","0.0","0.0"," ","-0.1","0.0","0.0","sa827937"
"Tim Proudfoot","Athletics","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".175",".210",".225",".435",".195"," ","18","0.0","0.0"," ","-0.1","0.0","0.0","sa829302"
"Jecksson Flores","Royals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".181",".214",".220",".434",".195"," ","14","0.0","0.0"," ","-0.1","0.0","0.0","sa597007"
"Scott Burcham","Rockies","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".179",".207",".232",".439",".195"," ","-1","0.0","0.0"," ","-0.1","0.0","0.0","sa875782"
"Javier Lopez","Marlins","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".179",".209",".228",".437",".195"," ","15","0.0","0.0"," ","-0.1","0.0","0.0","sa657314"
"Juan Santana","Astros","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".179",".208",".231",".438",".195"," ","15","0.0","0.0"," ","-0.1","0.0","0.0","sa596860"
"Elvis Perez"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".180",".212",".222",".434",".194"," ","15","0.0","0.0"," ","-0.1","0.0","0.0","sa872780"
"Andruw Monasterio"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".176",".210",".223",".433",".194"," ","15","0.0","0.0"," ","-0.1","0.0","0.0","sa830359"
"Jorma Rodriguez"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".176",".213",".218",".431",".194"," ","15","0.0","0.0"," ","-0.1","0.0","0.0","sa736694"
"Luis Reynoso","Astros","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".169",".210",".220",".430",".194"," ","14","0.0","0.0"," ","-0.1","0.0","0.0","sa657525"
"Willi Castro","Indians","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".184",".207",".229",".437",".194"," ","15","0.0","0.0"," ","-0.1","0.0","0.0","sa830274"
"Ronald Luna","Braves","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".183",".209",".226",".435",".194"," ","16","0.0","0.0"," ","-0.1","0.0","0.0","sa506532"
"Anderson Tejeda"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".171",".203",".232",".435",".193"," ","14","0.0","0.0"," ","-0.1","0.0","0.0","sa872474"
"Trace Loehr","Athletics","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".179",".211",".219",".431",".193"," ","17","0.0","0.0"," ","-0.1","0.0","0.0","sa829044"
"Thomas Lindauer","Astros","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".161",".206",".222",".428",".193"," ","14","0.0","0.0"," ","-0.1","0.0","0.0","sa738251"
"Nick Urbanus","Rangers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".176",".210",".221",".431",".193"," ","8","0.0","0.0"," ","-0.1","0.0","0.0","sa582793"
"Austin Fisher","Indians","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".173",".210",".219",".429",".193"," ","14","0.0","0.0"," ","-0.1","0.0","0.0","sa829074"
"Leobaldo Pina","Cardinals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".179",".209",".221",".431",".193"," ","16","0.0","0.0"," ","-0.1","0.0","0.0","sa596837"
"Edwin Lora","Nationals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".178",".205",".228",".433",".192"," ","13","0.0","0.0"," ","-0.1","0.0","0.0","sa737245"
"Andres Martinez"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".175",".209",".221",".430",".192"," ","14","0.0","0.0"," ","-0.1","0.0","0.0","sa657399"
"Diego Castillo"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".183",".208",".225",".433",".192"," ","13","0.0","0.0"," ","-0.1","0.0","0.0","sa872839"
"Ariel Montesino","Twins","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".174",".206",".222",".429",".192"," ","12","0.0","0.0"," ","-0.1","0.0","0.0","sa745012"
"Raul Samboy","Diamondbacks","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".172",".202",".229",".431",".192"," ","9","0.0","0.0"," ","-0.1","0.0","0.0","sa657498"
"Joseph Rosa","Mariners","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".180",".209",".221",".430",".192"," ","17","0.0","0.0"," ","-0.1","0.0","0.0","sa872490"
"Peter Maris","Rays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".173",".209",".216",".426",".191"," ","17","0.0","0.0"," ","-0.1","0.0","0.0","sa877608"
"Ian Sagdal","Nationals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".172",".208",".217",".426",".191"," ","12","0.0","0.0"," ","-0.1","0.0","0.0","sa875695"
"Kelvin Ramos","Dodgers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".178",".209",".223",".431",".191"," ","17","0.0","0.0"," ","-0.1","0.0","0.0","sa829338"
"Guillermo Salas","Orioles","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".179",".201",".231",".432",".191"," ","10","0.0","0.0"," ","-0.1","0.0","0.0","sa736882"
"Jose Salas"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".177",".203",".224",".427",".190"," ","12","0.0","0.0"," ","-0.1","0.0","0.0","sa871446"
"Luis Carpio","Mets","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".173",".207",".216",".423",".190"," ","18","0.0","0.0"," ","-0.1","0.0","0.0","sa827960"
"Ho-young Son","Cubs","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".175",".205",".219",".424",".190"," ","12","0.0","0.0"," ","-0.1","0.0","0.0","sa830429"
"Felipe Blanco","Padres","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".168",".202",".221",".424",".190"," ","17","0.0","0.0"," ","-0.1","0.0","0.0","sa598819"
"Kevin Vicuna","Blue Jays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".177",".205",".220",".425",".189"," ","10","0.0","0.0"," ","-0.1","0.0","0.0","sa872466"
"Daniel Leonardo","Brewers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".172",".204",".217",".422",".189"," ","8","0.0","0.0"," ","-0.1","0.0","0.0","sa736659"
"Yolberth Gideon","White Sox","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".162",".210",".203",".414",".189"," ","10","0.0","0.0"," ","-0.1","0.0","0.0","sa828394"
"Aaron Sayers","Tigers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".172",".204",".218",".422",".189"," ","10","0.0","0.0"," ","-0.1","0.0","0.0","sa739621"
"Greifer Andrade","Mariners","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".176",".201",".224",".425",".189"," ","15","0.0","0.0"," ","-0.1","0.0","0.0","sa826675"
"Joseph Astacio","Rays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".180",".205",".218",".423",".189"," ","15","0.0","0.0"," ","-0.1","0.0","0.0","sa744255"
"Raymel Flores","Diamondbacks","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".169",".205",".215",".420",".189"," ","7","0.0","0.0"," ","-0.1","0.0","0.0","sa657503"
"Anfernee Seymour","Marlins","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".173",".207",".213",".420",".189"," ","11","0.0","0.0"," ","-0.1","0.0","0.0","sa829114"
"Yan Sanchez","Diamondbacks","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".174",".206",".216",".422",".188"," ","7","0.0","0.0"," ","-0.1","0.0","0.0","sa828285"
"Luis Silva"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".178",".205",".217",".422",".188"," ","11","0.0","0.0"," ","-0.1","0.0","0.0","sa828292"
"William Cuicas","Phillies","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".166",".204",".212",".417",".188"," ","10","0.0","0.0"," ","-0.1","0.0","0.0","sa655916"
"Daniel Romero"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".172",".206",".210",".417",".187"," ","10","0.0","0.0"," ","-0.1","0.0","0.0","sa826777"
"Michael Russell","Rays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".164",".205",".210",".415",".187"," ","14","0.0","0.0"," ","-0.1","0.0","0.0","sa827159"
"Jacob Gatewood","Brewers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".161",".196",".223",".419",".187"," ","7","0.0","0.0"," ","-0.1","0.0","0.0","sa828685"
"Jose Savinon"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".173",".203",".214",".417",".187"," ","10","0.0","0.0"," ","-0.1","0.0","0.0","sa828429"
"Codey Mcelroy","Braves","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".163",".201",".214",".415",".187"," ","11","0.0","0.0"," ","-0.1","0.0","0.0","sa829479"
"Hoy Jun Park"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".165",".202",".212",".415",".187"," ","10","0.0","0.0"," ","-0.1","0.0","0.0","sa877610"
"Christopher Tamarez"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".172",".199",".220",".419",".186"," ","10","0.0","0.0"," ","-0.1","0.0","0.0","sa597118"
"Spencer Edwards","Rays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".167",".202",".213",".415",".186"," ","13","0.0","0.0"," ","-0.1","0.0","0.0","sa657967"
"Ivan Vela","Dodgers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".168",".200",".217",".417",".186"," ","14","0.0","0.0"," ","-0.1","0.0","0.0","sa829297"
"Ryan Mountcastle","Orioles","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".171",".196",".224",".420",".186"," ","7","0.0","0.0"," ","-0.1","0.0","0.0","sa874734"
"Ronaldo Marrero"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".173",".200",".216",".417",".186"," ","9","0.0","0.0"," ","-0.1","0.0","0.0","sa744254"
"Richie Martin","Athletics","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".162",".204",".208",".412",".186"," ","12","0.0","0.0"," ","-0.1","0.0","0.0","sa659080"
"Rafael Narea"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".163",".205",".204",".409",".186"," ","9","0.0","0.0"," ","-0.1","0.0","0.0","sa871441"
"Ray-Patrick Didder","Braves","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".168",".204",".208",".412",".186"," ","10","0.0","0.0"," ","-0.1","0.0","0.0","sa736824"
"Christian Gomez","Dodgers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".168",".196",".220",".416",".185"," ","13","0.0","0.0"," ","-0.1","0.0","0.0","sa739578"
"Jake Cronenworth","Rays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".160",".206",".202",".408",".185"," ","12","0.0","0.0"," ","-0.1","0.0","0.0","sa857694"
"Irving Ortega"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".170",".201",".212",".413",".185"," ","9","0.0","0.0"," ","-0.1","0.0","0.0","sa872446"
"Yeudi Grullon","Braves","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".169",".203",".208",".411",".185"," ","10","0.0","0.0"," ","-0.1","0.0","0.0","sa737574"
"Adrian Valerio"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".171",".198",".218",".415",".185"," ","8","0.0","0.0"," ","-0.1","0.0","0.0","sa828164"
"Dillon Moyer","Dodgers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".161",".203",".205",".408",".185"," ","12","0.0","0.0"," ","-0.1","0.0","0.0","sa549574"
"Edwin Fuentes","Blue Jays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".168",".199",".213",".412",".185"," ","7","0.0","0.0"," ","-0.1","0.0","0.0","sa657534"
"Angel Almao","Angels","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".168",".205",".204",".408",".184"," ","13","0.0","0.0"," ","-0.1","0.0","0.0","sa657135"
"Franly Mallen","Brewers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".163",".196",".216",".412",".184"," ","5","0.0","0.0"," ","-0.1","0.0","0.0","sa827978"
"Grant Massey","White Sox","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".168",".201",".210",".411",".184"," ","7","0.0","0.0"," ","-0.1","0.0","0.0","sa875816"
"Johan Cruz","White Sox","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".168",".196",".217",".413",".184"," ","7","0.0","0.0"," ","-0.1","0.0","0.0","sa736621"
"Hengerber Medina"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".167",".202",".207",".409",".184"," ","8","0.0","0.0"," ","-0.1","0.0","0.0","sa659366"
"Nelson Molina","Twins","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".171",".201",".212",".412",".184"," ","7","0.0","0.0"," ","-0.1","0.0","0.0","sa737886"
"Raul Rivas"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".167",".199",".211",".410",".184"," ","8","0.0","0.0"," ","-0.1","0.0","0.0","sa871433"
"Franklin Torres","Angels","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".169",".201",".208",".409",".184"," ","13","0.0","0.0"," ","-0.1","0.0","0.0","sa830300"
"Justin Twine","Marlins","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".171",".192",".224",".416",".184"," ","8","0.0","0.0"," ","-0.1","0.0","0.0","sa828686"
"Alejandro Paulino"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".171",".196",".217",".413",".183"," ","7","0.0","0.0"," ","-0.1","0.0","0.0","sa872866"
"Melvin Mezquita","Diamondbacks","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".169",".198",".213",".411",".183"," ","4","0.0","0.0"," ","-0.1","0.0","0.0","sa828389"
"Alexis Pantoja","Indians","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".174",".199",".213",".412",".183"," ","8","0.0","0.0"," ","-0.1","0.0","0.0","sa829182"
"Antonio Nunez","Astros","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".157",".205",".195",".400",".183"," ","7","0.0","0.0"," ","-0.1","0.0","0.0","sa829188"
"Grofi Cruz"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".172",".199",".212",".410",".183"," ","7","0.0","0.0"," ","-0.1","0.0","0.0","sa736695"
"Jose Salazar"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".171",".199",".211",".409",".183"," ","7","0.0","0.0"," ","-0.1","0.0","0.0","sa596025"
"Cristian Santana","Dodgers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".168",".194",".217",".411",".183"," ","11","0.0","0.0"," ","-0.1","0.0","0.0","sa829387"
"Garvis Lara"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".170",".198",".211",".409",".183"," ","7","0.0","0.0"," ","-0.1","0.0","0.0","sa828305"
"Keach Ballard","Astros","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".166",".199",".207",".406",".183"," ","7","0.0","0.0"," ","-0.1","0.0","0.0","sa876050"
"Henry Lugo","Rays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".167",".197",".211",".408",".183"," ","10","0.0","0.0"," ","-0.1","0.0","0.0","sa737426"
"Imeldo Diaz"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".170",".199",".208",".407",".182"," ","7","0.0","0.0"," ","-0.1","0.0","0.0","sa872851"
"Pedro Ventura","Mets","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".168",".198",".208",".406",".182"," ","12","0.0","0.0"," ","-0.1","0.0","0.0","sa872521"
"JC Cardenas","Blue Jays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".156",".197",".206",".402",".182"," ","5","0.0","0.0"," ","-0.1","0.0","0.0","sa875166"
"Christopher Torres","Mariners","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".157",".199",".203",".402",".182"," ","10","0.0","0.0"," ","-0.1","0.0","0.0","sa872538"
