"Name","Team","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","-1","AVG","OBP","SLG","OPS","wOBA","-1","wRC+","BsR","Fld","-1","Off","Def","WAR","playerid"
"Jin-De Jhang","Pirates","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".217",".250",".290",".540",".238"," ","49","0.0","0.0"," ","-0.1","0.0","0.0","sa653546"
"Mario Valenzuela"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".201",".249",".287",".536",".238"," ","45","0.0","0.0"," ","-0.1","0.0","0.0","sa206418"
"Carlos Sievers"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".199",".251",".282",".533",".237"," ","44","0.0","0.0"," ","-0.1","0.0","0.0","sa185529"
"Refugio Cervantes"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".202",".240",".305",".545",".237"," ","44","0.0","0.0"," ","-0.1","0.0","0.0","sa185724"
"Conor Bierfeldt","Orioles","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".187",".238",".295",".533",".236"," ","42","0.0","0.0"," ","-0.1","0.0","0.0","sa738591"
"Sandber Pimentel","Athletics","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".193",".243",".287",".531",".236"," ","47","0.0","0.0"," ","-0.1","0.0","0.0","sa657209"
"Patrick Leyland","Mariners","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".211",".244",".290",".534",".235"," ","47","0.0","0.0"," ","-0.1","0.0","0.0","sa548548"
"Bryan Muniz","Astros","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".194",".246",".280",".526",".234"," ","42","0.0","0.0"," ","-0.1","0.0","0.0","sa829454"
"Jesus Rivera"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".200",".256",".268",".525",".234"," ","42","0.0","0.0"," ","-0.1","0.0","0.0","sa205255"
"Chris Gittens","Yankees","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".194",".233",".299",".532",".233"," ","41","0.0","0.0"," ","-0.1","0.0","0.0","sa829048"
"Tim Zier","Phillies","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".211",".250",".275",".524",".233"," ","41","0.0","0.0"," ","-0.1","0.0","0.0","sa829264"
"Matt Gedman","Red Sox","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".205",".240",".288",".528",".233"," ","37","0.0","0.0"," ","-0.1","0.0","0.0","sa526187"
"James Yezzo","Nationals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".209",".238",".290",".528",".232"," ","41","0.0","0.0"," ","-0.1","0.0","0.0","sa737918"
"Lance Durham","Tigers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".186",".239",".284",".523",".232"," ","40","0.0","0.0"," ","-0.1","0.0","0.0","sa501737"
"Wander Franco","Royals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".211",".240",".287",".527",".232"," ","40","0.0","0.0"," ","-0.1","0.0","0.0","sa657522"
"Kevin Patterson","Blue Jays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".175",".226",".300",".526",".232"," ","39","0.0","0.0"," ","-0.1","0.0","0.0","sa392161"
"Zach Kapstein","Red Sox","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".199",".246",".273",".519",".232"," ","36","0.0","0.0"," ","-0.1","0.0","0.0","sa550218"
"Ryan Hutchison","Diamondbacks","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".201",".236",".287",".523",".231"," ","36","0.0","0.0"," ","-0.1","0.0","0.0","sa603116"
"Kevin Mager","Red Sox","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".193",".244",".273",".517",".230"," ","35","0.0","0.0"," ","-0.1","0.0","0.0","sa621502"
"Mark Donato","Royals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".200",".235",".290",".526",".230"," ","39","0.0","0.0"," ","-0.1","0.0","0.0","sa658673"
"Yermin Mercedes","Orioles","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".200",".231",".292",".523",".230"," ","37","0.0","0.0"," ","-0.1","0.0","0.0","sa597096"
"Anthony Santander","Indians","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".194",".233",".288",".522",".230"," ","40","0.0","0.0"," ","-0.1","0.0","0.0","sa659463"
"Matthew Page","Nationals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".198",".248",".264",".512",".229"," ","38","0.0","0.0"," ","-0.1","0.0","0.0","sa829167"
"Serafin Rodriguez"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".206",".239",".279",".519",".229"," ","39","0.0","0.0"," ","-0.1","0.0","0.0","sa508486"
"Marcus Greene","Rangers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".181",".245",".262",".507",".229"," ","33","0.0","0.0"," ","-0.1","0.0","0.0","sa659282"
"Drew Ferguson","Astros","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".198",".239",".275",".514",".228"," ","38","0.0","0.0"," ","-0.1","0.0","0.0","sa875766"
"Chase Simpson","Pirates","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".185",".242",".265",".506",".228"," ","42","0.0","0.0"," ","-0.1","0.0","0.0","sa829341"
"Jake Gronsky","Cardinals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".191",".235",".277",".512",".227"," ","40","0.0","0.0"," ","-0.1","0.0","0.0","sa836176"
"Michael Soto","Athletics","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".196",".232",".282",".514",".227"," ","40","0.0","0.0"," ","-0.1","0.0","0.0","sa506042"
"Samuel Kimmel","Orioles","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".197",".236",".276",".512",".227"," ","35","0.0","0.0"," ","-0.1","0.0","0.0","sa599743"
"Dustin Demuth","Brewers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".197",".238",".270",".508",".226"," ","34","0.0","0.0"," ","-0.1","0.0","0.0","sa709557"
"Wilson Garcia","Phillies","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".204",".236",".276",".513",".226"," ","36","0.0","0.0"," ","-0.1","0.0","0.0","sa596287"
"Carlos Lopez","Nationals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".191",".236",".272",".508",".226"," ","36","0.0","0.0"," ","-0.1","0.0","0.0","sa658191"
"Nate Causey","Rockies","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".182",".231",".275",".506",".225"," ","20","0.0","0.0"," ","-0.1","0.0","0.0","sa602820"
"Henry Castillo","Diamondbacks","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".214",".234",".280",".514",".225"," ","32","0.0","0.0"," ","-0.1","0.0","0.0","sa736756"
"Michael Danner","White Sox","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".191",".237",".263",".500",".223"," ","33","0.0","0.0"," ","-0.1","0.0","0.0","sa829678"
"Gabriel Santana","Angels","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".195",".227",".278",".505",".222"," ","39","0.0","0.0"," ","-0.1","0.0","0.0","sa657134"
"Hamlet Marte","Rockies","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".196",".229",".274",".503",".222"," ","17","0.0","0.0"," ","-0.1","0.0","0.0","sa597218"
"Alex Real","Twins","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".197",".233",".267",".500",".222"," ","33","0.0","0.0"," ","-0.1","0.0","0.0","sa829498"
"Trevor Mitsui","Diamondbacks","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".189",".223",".278",".502",".221"," ","30","0.0","0.0"," ","-0.1","0.0","0.0","sa599004"
"Randy Reyes","Rockies","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".194",".222",".281",".504",".221"," ","17","0.0","0.0"," ","-0.1","0.0","0.0","sa696310"
"Mario Valdez"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".189",".230",".269",".498",".221"," ","33","0.0","0.0"," ","-0.1","0.0","0.0","sa7982"
"Dan Collins","Pirates","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".193",".231",".267",".498",".221"," ","37","0.0","0.0"," ","-0.1","0.0","0.0","sa738271"
"Austen Smith","Marlins","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".174",".232",".258",".490",".221"," ","33","0.0","0.0"," ","-0.1","0.0","0.0","sa550329"
"Jordan Steranka","Pirates","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".204",".223",".282",".505",".221"," ","37","0.0","0.0"," ","-0.1","0.0","0.0","sa579539"
"Josh Ludy","Athletics","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".182",".230",".261",".491",".219"," ","35","0.0","0.0"," ","-0.1","0.0","0.0","sa546687"
"Daniel Sanchez"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".200",".230",".266",".496",".219"," ","32","0.0","0.0"," ","-0.1","0.0","0.0","sa736483"
"Carlos Leal","Brewers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".195",".232",".258",".491",".218"," ","28","0.0","0.0"," ","-0.1","0.0","0.0","sa658923"
"Kale Sumner","Yankees","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".171",".233",".248",".481",".218"," ","30","0.0","0.0"," ","-0.1","0.0","0.0","sa738625"
"Jeremy Sy","Giants","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".175",".229",".257",".486",".218"," ","39","0.0","0.0"," ","-0.1","0.0","0.0","sa658194"
"Jeffrey Diehl","Mets","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".182",".225",".265",".490",".218"," ","37","0.0","0.0"," ","-0.1","0.0","0.0","sa599249"
"Shedric Long","Reds","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".181",".224",".264",".488",".217"," ","29","0.0","0.0"," ","-0.1","0.0","0.0","sa738578"
"Alex Murphy","Orioles","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".186",".227",".259",".486",".216"," ","27","0.0","0.0"," ","-0.1","0.0","0.0","sa737854"
"Paul Kronenfeld","Reds","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".179",".222",".264",".485",".215"," ","27","0.0","0.0"," ","-0.1","0.0","0.0","sa829378"
"Carlos Duran","Marlins","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".193",".223",".263",".486",".214"," ","29","0.0","0.0"," ","-0.1","0.0","0.0","sa547817"
"Carlos Mesa","Red Sox","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".179",".213",".276",".488",".214"," ","24","0.0","0.0"," ","-0.1","0.0","0.0","sa598314"
"Brad Haynal","Marlins","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".184",".227",".252",".479",".214"," ","28","0.0","0.0"," ","-0.1","0.0","0.0","sa829192"
"Orlando Olivera","Cardinals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".187",".219",".265",".483",".214"," ","30","0.0","0.0"," ","-0.1","0.0","0.0","sa876376"
"Ricky Gingras","Astros","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".182",".219",".261",".480",".213"," ","28","0.0","0.0"," ","-0.1","0.0","0.0","sa658313"
"Richard Stock","Indians","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".187",".216",".268",".484",".213"," ","28","0.0","0.0"," ","-0.1","0.0","0.0","sa503673"
"K.J. Woods","Marlins","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".174",".224",".250",".474",".212"," ","27","0.0","0.0"," ","-0.1","0.0","0.0","sa737777"
"Matt Pare","Giants","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".176",".228",".242",".470",".212"," ","35","0.0","0.0"," ","-0.1","0.0","0.0","sa707788"
"Cameron Gibson","Tigers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".179",".211",".270",".481",".212"," ","26","0.0","0.0"," ","-0.1","0.0","0.0","sa659281"
"Jeffrey Zimmerman","Mariners","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".179",".217",".259",".475",".211"," ","30","0.0","0.0"," ","-0.1","0.0","0.0","sa738237"
"Yaisel Mederos","Orioles","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".180",".212",".265",".476",".210"," ","23","0.0","0.0"," ","-0.1","0.0","0.0","sa881866"
"Chase Vallot","Royals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".161",".218",".247",".466",".210"," ","25","0.0","0.0"," ","-0.1","0.0","0.0","sa828684"
"Mac James","Rays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".188",".225",".245",".470",".210"," ","29","0.0","0.0"," ","-0.1","0.0","0.0","sa829039"
"Kasey Coffman","Angels","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".182",".223",".246",".469",".210"," ","31","0.0","0.0"," ","-0.1","0.0","0.0","sa737911"
"Adam Ehrlich","Cardinals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".179",".225",".239",".465",".209"," ","27","0.0","0.0"," ","-0.1","0.0","0.0","sa597980"
"Michael Chavis","Red Sox","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".174",".210",".264",".474",".209"," ","20","0.0","0.0"," ","-0.1","0.0","0.0","sa828673"
"Steven Mateo","Angels","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".183",".222",".245",".467",".209"," ","30","0.0","0.0"," ","-0.1","0.0","0.0","sa551247"
"Yeison Melo","Royals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".189",".217",".253",".470",".208"," ","23","0.0","0.0"," ","-0.1","0.0","0.0","sa828150"
"Quinnton Mack","Diamondbacks","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".170",".215",".250",".465",".208"," ","20","0.0","0.0"," ","-0.1","0.0","0.0","sa876197"
"Hunter Lockwood","Rays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".169",".204",".269",".473",".208"," ","28","0.0","0.0"," ","-0.1","0.0","0.0","sa598909"
"Brett Thomas","Mariners","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".176",".220",".241",".462",".207"," ","28","0.0","0.0"," ","-0.1","0.0","0.0","sa738695"
"Francisco Rodriguez","Blue Jays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".166",".212",".250",".462",".206"," ","21","0.0","0.0"," ","-0.1","0.0","0.0","sa827946"
"Anderson Jimenez","Rockies","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".178",".209",".256",".465",".206"," ","6","0.0","0.0"," ","-0.1","0.0","0.0","sa828551"
"Mecky Coronado"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".183",".216",".246",".462",".205"," ","22","0.0","0.0"," ","-0.1","0.0","0.0","sa828510"
"Felix Vinicio"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".184",".215",".246",".461",".204"," ","22","0.0","0.0"," ","-0.1","0.0","0.0","sa828167"
"Jon Leroux","Mets","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".168",".206",".255",".461",".204"," ","27","0.0","0.0"," ","-0.1","0.0","0.0","sa658903"
"Terrell Joyce","Astros","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".163",".207",".251",".458",".204"," ","21","0.0","0.0"," ","-0.1","0.0","0.0","sa658180"
"Rauel Acosta"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".178",".217",".238",".455",".204"," ","22","0.0","0.0"," ","-0.1","0.0","0.0","sa736883"
"Daniel Brito"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".178",".216",".239",".455",".203"," ","21","0.0","0.0"," ","-0.1","0.0","0.0","sa872732"
"Justin Marra","Cubs","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".162",".208",".246",".455",".203"," ","21","0.0","0.0"," ","-0.1","0.0","0.0","sa599240"
"Jorge Gil"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".183",".218",".235",".453",".203"," ","21","0.0","0.0"," ","-0.1","0.0","0.0","sa828248"
"Emmanuel Tapia","Indians","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".175",".209",".248",".457",".202"," ","21","0.0","0.0"," ","-0.1","0.0","0.0","sa736698"
"Corey Baptist","Tigers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".183",".210",".245",".454",".201"," ","19","0.0","0.0"," ","-0.1","0.0","0.0","sa829232"
"Andretty Cordero"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".179",".207",".246",".454",".201"," ","19","0.0","0.0"," ","-0.1","0.0","0.0","sa830037"
"Nick Ciuffo","Rays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".188",".211",".242",".453",".200"," ","23","0.0","0.0"," ","-0.1","0.0","0.0","sa737509"
"Salvatore Giardina","Braves","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".176",".212",".237",".449",".200"," ","21","0.0","0.0"," ","-0.1","0.0","0.0","sa829575"
"Ronniel Demorizi","Blue Jays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".167",".203",".250",".453",".200"," ","18","0.0","0.0"," ","-0.1","0.0","0.0","sa657555"
"Richi Sanchez"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".174",".213",".233",".446",".200"," ","19","0.0","0.0"," ","-0.1","0.0","0.0","sa736755"
"Meibrys Viloria","Royals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".176",".213",".233",".446",".199"," ","18","0.0","0.0"," ","-0.1","0.0","0.0","sa830182"
"Fran Whitten","Angels","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".171",".207",".239",".446",".199"," ","23","0.0","0.0"," ","-0.1","0.0","0.0","sa829776"
"Justin Chigbogu","Dodgers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".157",".196",".253",".448",".199"," ","22","0.0","0.0"," ","-0.1","0.0","0.0","sa657993"
"Lenin Rodriguez"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".174",".208",".237",".445",".198"," ","18","0.0","0.0"," ","-0.1","0.0","0.0","sa871435"
"Jose Rodriguez","Rockies","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".184",".214",".230",".443",".198"," ","1","0.0","0.0"," ","-0.1","0.0","0.0","sa737206"
"Kevin Gonzalez"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".173",".209",".233",".442",".197"," ","17","0.0","0.0"," ","-0.1","0.0","0.0","sa828131"
"Chris Shaw","Giants","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".167",".199",".247",".446",".197"," ","24","0.0","0.0"," ","-0.1","0.0","0.0","sa658778"
"Tyler Williams","White Sox","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".163",".208",".232",".440",".197"," ","15","0.0","0.0"," ","-0.1","0.0","0.0","sa503531"
"Brian Ruiz","Indians","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".174",".206",".237",".443",".197"," ","17","0.0","0.0"," ","-0.1","0.0","0.0","sa600283"
"Emmanuel Morel","Twins","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".175",".217",".219",".437",".197"," ","16","0.0","0.0"," ","-0.1","0.0","0.0","sa828178"
"David Armendariz","Indians","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".168",".204",".236",".441",".196"," ","17","0.0","0.0"," ","-0.1","0.0","0.0","sa827133"
"Tucker Tubbs","Red Sox","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".170",".205",".236",".440",".196"," ","12","0.0","0.0"," ","-0.1","0.0","0.0","sa827145"
"Isaias Lucena","Red Sox","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".172",".211",".222",".434",".195"," ","11","0.0","0.0"," ","-0.1","0.0","0.0","sa736921"
"Sander Boeldak","Braves","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".173",".205",".232",".437",".195"," ","17","0.0","0.0"," ","-0.1","0.0","0.0","sa873191"
"Luis Mendez"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".171",".202",".236",".438",".194"," ","15","0.0","0.0"," ","-0.1","0.0","0.0","sa828721"
"Brandon Dulin","Royals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".170",".200",".239",".439",".194"," ","14","0.0","0.0"," ","-0.1","0.0","0.0","sa737912"
"Roberto Vahlis"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".165",".207",".223",".430",".194"," ","14","0.0","0.0"," ","-0.1","0.0","0.0","sa657540"
"Ryan Krill","Yankees","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".170",".203",".232",".435",".193"," ","13","0.0","0.0"," ","-0.1","0.0","0.0","sa599530"
"Jose Rivas"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".167",".204",".227",".431",".193"," ","14","0.0","0.0"," ","-0.1","0.0","0.0","sa872495"
"Patrick Mazeika","Mets","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".169",".206",".226",".432",".193"," ","20","0.0","0.0"," ","-0.1","0.0","0.0","sa827167"
"Luis Encarnacion"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".168",".196",".240",".437",".193"," ","14","0.0","0.0"," ","-0.1","0.0","0.0","sa830207"
"Frank Polanco","Diamondbacks","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".166",".205",".226",".431",".193"," ","10","0.0","0.0"," ","-0.1","0.0","0.0","sa872743"
"Ian Rice","Cubs","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".164",".208",".220",".428",".193"," ","14","0.0","0.0"," ","-0.1","0.0","0.0","sa658968"
"Scott De Jong","Dodgers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".162",".198",".235",".433",".193"," ","18","0.0","0.0"," ","-0.1","0.0","0.0","sa829608"
"Carlos Castro","Braves","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".176",".201",".234",".435",".193"," ","15","0.0","0.0"," ","-0.1","0.0","0.0","sa657241"
"Randolph Gassaway","Orioles","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".175",".204",".229",".433",".192"," ","11","0.0","0.0"," ","-0.1","0.0","0.0","sa738195"
"Sauris Mejia"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".160",".204",".223",".427",".192"," ","13","0.0","0.0"," ","-0.1","0.0","0.0","sa827976"
"Dexture Mccall","Astros","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".164",".203",".225",".428",".192"," ","13","0.0","0.0"," ","-0.1","0.0","0.0","sa829535"
"Jacob Kapstein","Tigers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".162",".206",".217",".423",".191"," ","12","0.0","0.0"," ","-0.1","0.0","0.0","sa659015"
"R.J. Dennard","Cardinals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".162",".200",".228",".428",".191"," ","14","0.0","0.0"," ","-0.1","0.0","0.0","sa876336"
"Robert Mullen"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".165",".203",".221",".424",".190"," ","12","0.0","0.0"," ","-0.1","0.0","0.0","sa737644"
"Angel Reyes","Marlins","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".165",".198",".229",".427",".190"," ","12","0.0","0.0"," ","-0.1","0.0","0.0","sa657775"
"Jhoan Herrera"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".167",".199",".226",".425",".189"," ","12","0.0","0.0"," ","-0.1","0.0","0.0","sa736902"
"Jose Marquez","Royals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".177",".205",".220",".424",".189"," ","11","0.0","0.0"," ","-0.1","0.0","0.0","sa873155"
"Rene Pinto","Rays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".168",".201",".224",".424",".189"," ","15","0.0","0.0"," ","-0.1","0.0","0.0","sa826668"
"Emmanuel Moreta","Blue Jays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".163",".194",".233",".426",".189"," ","10","0.0","0.0"," ","-0.1","0.0","0.0","sa827945"
"Andres Sthormes"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".169",".199",".223",".422",".188"," ","11","0.0","0.0"," ","-0.1","0.0","0.0","sa736554"
"Malik Collymore","Brewers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".169",".202",".216",".418",".187"," ","7","0.0","0.0"," ","-0.1","0.0","0.0","sa737908"
"Jose Maria","Mets","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".159",".192",".228",".420",".187"," ","15","0.0","0.0"," ","-0.1","0.0","0.0","sa657681"
"Fidel Matos"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".160",".195",".223",".418",".187"," ","10","0.0","0.0"," ","-0.1","0.0","0.0","sa827245"
"Cristhian Vasquez","Royals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".157",".197",".218",".415",".186"," ","9","0.0","0.0"," ","-0.1","0.0","0.0","sa837638"
"Jonathan Martijn","Reds","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".163",".193",".226",".419",".186"," ","7","0.0","0.0"," ","-0.1","0.0","0.0","sa739707"
"Pablo Urena"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".162",".190",".229",".419",".186"," ","9","0.0","0.0"," ","-0.1","0.0","0.0","sa657505"
"Domingo Martinez","Mets","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".166",".193",".226",".419",".186"," ","15","0.0","0.0"," ","-0.1","0.0","0.0","sa872570"
"Ryan Hissey","Blue Jays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".160",".198",".214",".412",".185"," ","7","0.0","0.0"," ","-0.1","0.0","0.0","sa857726"
"Gregori Rivero","Phillies","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".163",".189",".227",".416",".185"," ","8","0.0","0.0"," ","-0.1","0.0","0.0","sa735842"
"Kolbey Carpenter","Astros","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".168",".197",".214",".411",".184"," ","8","0.0","0.0"," ","-0.1","0.0","0.0","sa876101"
"John Riley","Giants","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".149",".199",".202",".401",".183"," ","14","0.0","0.0"," ","-0.1","0.0","0.0","sa738650"
"Bryan De La Rosa","Braves","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".153",".195",".209",".404",".183"," ","8","0.0","0.0"," ","-0.1","0.0","0.0","sa657964"
"Luke Lowery","Diamondbacks","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".155",".191",".214",".405",".181"," ","2","0.0","0.0"," ","-0.1","0.0","0.0","sa857722"
"Juan Rodriguez","Rays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".151",".190",".214",".404",".181"," ","10","0.0","0.0"," ","-0.1","0.0","0.0","sa828185"
"Elier Rodriguez","Cardinals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".159",".197",".205",".402",".181"," ","8","0.0","0.0"," ","-0.1","0.0","0.0","sa738889"
"Juan Carlos Arias","Rays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".154",".186",".222",".408",".181"," ","9","0.0","0.0"," ","-0.1","0.0","0.0","sa828184"
"Seongmin Kim","Athletics","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".152",".189",".215",".404",".181"," ","9","0.0","0.0"," ","-0.1","0.0","0.0","sa659908"
"Todd Mcdonald","Rangers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".158",".188",".218",".406",".181"," ","0","0.0","0.0"," ","-0.1","0.0","0.0","sa737651"
"Rafael Toribio"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".160",".190",".216",".406",".181"," ","6","0.0","0.0"," ","-0.1","0.0","0.0","sa828315"
