"Name","Team","PA","AB","H","2B","3B","HR","R","RBI","BB","SO","HBP","SB","CS","-1","AVG","OBP","SLG","OPS","wOBA","-1","wRC+","BsR","Fld","-1","Off","Def","WAR","playerid"
"Jose Maria","Mets","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".159",".192",".228",".420",".187"," ","15","0.0","0.0"," ","-0.1","0.0","0.0","sa657681"
"Fernando Pujadas","Giants","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".166",".198",".221",".419",".187"," ","17","0.0","0.0"," ","-0.1","0.0","0.0","sa548638"
"Kevin Garcia","Blue Jays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".164",".200",".217",".416",".187"," ","8","0.0","0.0"," ","-0.1","0.0","0.0","sa829501"
"Austin Allen","Padres","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".163",".200",".217",".416",".187"," ","15","0.0","0.0"," ","-0.1","0.0","0.0","sa875025"
"Mikell Granberry"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".157",".194",".223",".417",".187"," ","10","0.0","0.0"," ","-0.1","0.0","0.0","sa828487"
"Pabel Manzanero"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".161",".188",".233",".421",".186"," ","9","0.0","0.0"," ","-0.1","0.0","0.0","sa736879"
"Tyler Alamo","Cubs","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".167",".201",".213",".414",".186"," ","9","0.0","0.0"," ","-0.1","0.0","0.0","sa738319"
"Jhonny Pereda"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".162",".200",".213",".413",".186"," ","9","0.0","0.0"," ","-0.1","0.0","0.0","sa735866"
"Elvin Paulino","Rockies","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".166",".193",".226",".419",".186"," ","-7","0.0","0.0"," ","-0.1","0.0","0.0","sa830038"
"Robert Molina","Twins","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".166",".200",".217",".417",".186"," ","8","0.0","0.0"," ","-0.1","0.0","0.0","sa828146"
"David Rodriguez","Rays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".163",".198",".216",".414",".186"," ","13","0.0","0.0"," ","-0.1","0.0","0.0","sa735825"
"Cambric Moye","Angels","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".154",".196",".216",".412",".186"," ","14","0.0","0.0"," ","-0.1","0.0","0.0","sa738450"
"Tomas Morales"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".168",".197",".218",".416",".185"," ","9","0.0","0.0"," ","-0.1","0.0","0.0","sa605888"
"Geoandry Montilla","Mariners","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".159",".193",".222",".415",".185"," ","13","0.0","0.0"," ","-0.1","0.0","0.0","sa826787"
"Mario Sanjur"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".161",".198",".214",".412",".185"," ","9","0.0","0.0"," ","-0.1","0.0","0.0","sa735840"
"Wigberto Nevarez","Braves","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".158",".195",".218",".413",".185"," ","10","0.0","0.0"," ","-0.1","0.0","0.0","sa829283"
"Ryan Hissey","Blue Jays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".160",".198",".214",".412",".185"," ","7","0.0","0.0"," ","-0.1","0.0","0.0","sa857726"
"Natanael Ramos","Mets","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".162",".194",".220",".414",".185"," ","14","0.0","0.0"," ","-0.1","0.0","0.0","sa596990"
"Gregori Rivero","Phillies","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".163",".189",".227",".416",".185"," ","8","0.0","0.0"," ","-0.1","0.0","0.0","sa735842"
"Brandon Gildea","Angels","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".165",".196",".217",".413",".184"," ","13","0.0","0.0"," ","-0.1","0.0","0.0","sa829728"
"Raymon Tenias","Mariners","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".157",".190",".223",".413",".184"," ","12","0.0","0.0"," ","-0.1","0.0","0.0","sa735862"
"Martin Cervenka","Indians","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".160",".199",".208",".408",".184"," ","8","0.0","0.0"," ","-0.1","0.0","0.0","sa492636"
"Roberto Tovar","Royals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".166",".198",".212",".410",".184"," ","7","0.0","0.0"," ","-0.1","0.0","0.0","sa657820"
"Tyler Sanchez","Rangers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".153",".191",".220",".410",".184"," ","2","0.0","0.0"," ","-0.1","0.0","0.0","sa875721"
"Ramy Perez"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".164",".195",".218",".413",".184"," ","8","0.0","0.0"," ","-0.1","0.0","0.0","sa737250"
"Manuel Hilario","Mets","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".154",".190",".221",".411",".183"," ","13","0.0","0.0"," ","-0.1","0.0","0.0","sa596988"
"Anthony Hermelyn","Astros","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".155",".198",".207",".405",".183"," ","7","0.0","0.0"," ","-0.1","0.0","0.0","sa858027"
"Jakson Reetz","Nationals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".157",".200",".203",".403",".183"," ","7","0.0","0.0"," ","-0.1","0.0","0.0","sa828796"
"Christian Kelley","Pirates","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".160",".202",".201",".403",".183"," ","11","0.0","0.0"," ","-0.1","0.0","0.0","sa875583"
"Carlos Martinez","Braves","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".163",".196",".213",".408",".183"," ","9","0.0","0.0"," ","-0.1","0.0","0.0","sa737214"
"Eric Maria","Rays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".163",".196",".213",".408",".183"," ","11","0.0","0.0"," ","-0.1","0.0","0.0","sa691752"
"John Riley","Giants","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".149",".199",".202",".401",".183"," ","14","0.0","0.0"," ","-0.1","0.0","0.0","sa738650"
"Andres Sotillo","Blue Jays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".158",".193",".215",".408",".183"," ","5","0.0","0.0"," ","-0.1","0.0","0.0","sa657546"
"Bryan De La Rosa","Braves","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".153",".195",".209",".404",".183"," ","8","0.0","0.0"," ","-0.1","0.0","0.0","sa657964"
"Wilfri De La Cruz"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".161",".195",".211",".406",".182"," ","7","0.0","0.0"," ","-0.1","0.0","0.0","sa736747"
"Yoel Gonzalez"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".159",".193",".215",".408",".182"," ","7","0.0","0.0"," ","-0.1","0.0","0.0","sa736904"
"Miguel Guzman"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".165",".192",".218",".409",".182"," ","6","0.0","0.0"," ","-0.1","0.0","0.0","sa739522"
"Tyler Stephenson","Reds","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".158",".194",".211",".404",".182"," ","4","0.0","0.0"," ","-0.1","0.0","0.0","sa874242"
"Luke Lowery","Diamondbacks","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".155",".191",".214",".405",".181"," ","2","0.0","0.0"," ","-0.1","0.0","0.0","sa857722"
"Li-Jen Chu","Indians","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".157",".190",".216",".406",".181"," ","7","0.0","0.0"," ","-0.1","0.0","0.0","sa830277"
"Elier Rodriguez","Cardinals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".159",".197",".205",".402",".181"," ","8","0.0","0.0"," ","-0.1","0.0","0.0","sa738889"
"Dennis Ortega","Cardinals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".162",".196",".207",".403",".181"," ","8","0.0","0.0"," ","-0.1","0.0","0.0","sa828381"
"Seongmin Kim","Athletics","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".152",".189",".215",".404",".181"," ","9","0.0","0.0"," ","-0.1","0.0","0.0","sa659908"
"Taylor Hawkins","Rays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".156",".189",".216",".405",".181"," ","9","0.0","0.0"," ","-0.1","0.0","0.0","sa658198"
"Jose Torres","Royals","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".162",".194",".210",".403",".181"," ","5","0.0","0.0"," ","-0.1","0.0","0.0","sa736961"
"Manuel Herazo","Blue Jays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".157",".193",".206",".399",".180"," ","3","0.0","0.0"," ","-0.1","0.0","0.0","sa828826"
"Brian Reyes"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".153",".190",".210",".400",".180"," ","5","0.0","0.0"," ","-0.1","0.0","0.0","sa736666"
"Orlando Marquez","Astros","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".148",".191",".206",".397",".179"," ","4","0.0","0.0"," ","-0.1","0.0","0.0","sa831745"
"Fernando Vivili","Rangers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".155",".185",".218",".403",".179"," ","-1","0.0","0.0"," ","-0.1","0.0","0.0","sa597105"
"Jorge Gordon"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".162",".191",".210",".401",".179"," ","5","0.0","0.0"," ","-0.1","0.0","0.0","sa872496"
"Rafelin Lorenzo","Rays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".155",".185",".218",".403",".179"," ","8","0.0","0.0"," ","-0.1","0.0","0.0","sa828432"
"Austin Afenir"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".158",".193",".205",".398",".179"," ","4","0.0","0.0"," ","-0.1","0.0","0.0","sa858021"
"Hendrik Clementina","Dodgers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".159",".188",".214",".401",".179"," ","9","0.0","0.0"," ","-0.1","0.0","0.0","sa828422"
"Kevin Martinez","Brewers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".155",".192",".202",".394",".178"," ","0","0.0","0.0"," ","-0.1","0.0","0.0","sa657818"
"Javier Hernandez","Blue Jays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".157",".186",".211",".397",".177"," ","2","0.0","0.0"," ","-0.1","0.0","0.0","sa736831"
"Alejandro Flores","Braves","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".149",".187",".205",".392",".177"," ","4","0.0","0.0"," ","-0.1","0.0","0.0","sa736822"
"Luis Hernandez"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".149",".196",".191",".387",".177"," ","3","0.0","0.0"," ","-0.1","0.0","0.0","sa657707"
"Ihan Bernal","Astros","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".142",".192",".194",".386",".176"," ","2","0.0","0.0"," ","-0.1","0.0","0.0","sa828302"
"Keinner Pina","Angels","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".153",".194",".193",".386",".176"," ","7","0.0","0.0"," ","-0.1","0.0","0.0","sa828363"
"Angel Genao","Angels","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".156",".187",".205",".392",".176"," ","7","0.0","0.0"," ","-0.1","0.0","0.0","sa737199"
"Ernesto Liberatore","Reds","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".154",".184",".210",".394",".175"," ","0","0.0","0.0"," ","-0.1","0.0","0.0","sa828334"
"Jose Rosa","Mariners","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".150",".181",".211",".392",".175"," ","5","0.0","0.0"," ","-0.1","0.0","0.0","sa659555"
"Carlos Sanchez","Mets","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".156",".186",".205",".391",".175"," ","7","0.0","0.0"," ","-0.1","0.0","0.0","sa736845"
"Alexis Olmeda","Diamondbacks","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".150",".188",".198",".386",".175"," ","-2","0.0","0.0"," ","-0.1","0.0","0.0","sa875281"
"Sandy Rodriguez"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".149",".187",".199",".386",".174"," ","1","0.0","0.0"," ","-0.1","0.0","0.0","sa657708"
"Jesus Guerrero"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".152",".183",".208",".390",".174"," ","1","0.0","0.0"," ","-0.1","0.0","0.0","sa828324"
"Adrian Acosta"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".154",".185",".205",".390",".174"," ","1","0.0","0.0"," ","-0.1","0.0","0.0","sa735854"
"Francisco Guerrero","Reds","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".148",".178",".211",".389",".174"," ","-1","0.0","0.0"," ","-0.1","0.0","0.0","sa737373"
"Alexander Alvarez","Rays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".152",".186",".201",".388",".173"," ","4","0.0","0.0"," ","-0.1","0.0","0.0","sa826656"
"Jose Garcia","Mets","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".154",".188",".195",".383",".172"," ","5","0.0","0.0"," ","-0.1","0.0","0.0","sa657393"
"Oliver Toribio","Astros","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".142",".184",".190",".374",".170"," ","-2","0.0","0.0"," ","-0.1","0.0","0.0","sa750371"
"Brandon Brosher","Mets","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".130",".180",".190",".371",".170"," ","4","0.0","0.0"," ","-0.1","0.0","0.0","sa738646"
"Deybi Garcia","Pirates","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".152",".181",".197",".378",".169"," ","2","0.0","0.0"," ","-0.1","0.0","0.0","sa602652"
"Welbin Bautista"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".149",".179",".196",".375",".168"," ","-3","0.0","0.0"," ","-0.1","0.0","0.0","sa873215"
"Jesus Aparicio"," ","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".140",".179",".189",".368",".167"," ","-4","0.0","0.0"," ","-0.1","0.0","0.0","sa657789"
"Hanser Ortiz","Mets","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".145",".179",".189",".368",".166"," ","1","0.0","0.0"," ","-0.1","0.0","0.0","sa828403"
"Ruben Perez","Braves","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".143",".176",".190",".366",".164"," ","-4","0.0","0.0"," ","-0.1","0.0","0.0","sa828864"
"Milan Post","Brewers","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".138",".175",".184",".360",".163"," ","-10","0.0","0.0"," ","-0.1","0.0","0.0","sa830289"
"Blake Anderson","Marlins","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".140",".173",".189",".362",".163"," ","-6","0.0","0.0"," ","-0.1","0.0","0.0","sa828683"
"Rafael Guzman","Mets","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".134",".170",".186",".357",".161"," ","-2","0.0","0.0"," ","-0.1","0.0","0.0","sa736871"
"Matt Morgan","Blue Jays","1","1","0","0","0","0","0","0","0","0","0","0","0"," ",".127",".163",".177",".340",".154"," ","-15","0.0","0.0"," ","-0.1","0.0","0.0","sa828869"
