"","name","Team","position","playerid","IP","ERA","WHIP","SV","W","K","marginal.total.points","dollar.value","status"
"1","Clayton Kershaw","Dodgers","pitcher","2036",215,2.01,0.92,0,18,265,13.79,37.96,"drafted"
"2","Max Scherzer","Nationals","pitcher","3137",212.3,2.67,1.07,0,16,249,9.84,27.09,"drafted"
"3","Madison Bumgarner","Giants","pitcher","5524",210,2.7,1.03,0,17,216,9.81,27.01,"drafted"
"4","Jake Arrieta","Cubs","pitcher","4153",186.3,2.56,1.05,0,16,194,8.59,23.64,"drafted"
"5","Chris Sale","White Sox","pitcher","10603",195.7,2.99,1.05,0,14,241,8.5,23.39,"drafted"
"6","Johnny Cueto","Giants","pitcher","6893",207,2.87,1.09,0,16,178,7.73,21.28,"drafted"
"7","Kenley Jansen","Dodgers","pitcher","3096",63.7,2.26,0.94,35,4,96,7.54,20.76,"drafted"
"8","Zack Greinke","Diamondbacks","pitcher","1943",190.7,2.78,1.07,0,15,174,7.46,20.55,"drafted"
"9","Corey Kluber","Indians","pitcher","2429",202,3.21,1.09,0,14,217,7.3,20.1,"drafted"
"10","Jon Lester","Cubs","pitcher","4930",199,2.98,1.11,0,15,194,7.23,19.9,"drafted"
"11","Stephen Strasburg","Nationals","pitcher","10131",169.7,2.92,1.07,0,14,194,6.96,19.17,"drafted"
"12","Felix Hernandez","Mariners","pitcher","4772",200.3,3.14,1.11,0,14,203,6.9,18.98,"drafted"
"13","Wade Davis","Royals","pitcher","7441",66,2.32,1.08,30,7,84,6.68,18.38,"drafted"
"14","Carlos Carrasco","Indians","pitcher","6632",172.3,3.08,1.08,0,14,193,6.65,18.32,"drafted"
"15","Mark Melancon","Pirates","pitcher","4264",68,2.51,1.01,35,4,64,6.63,18.26,"drafted"
"16","David Price","Red Sox","pitcher","3184",209.3,3.35,1.13,0,14,211,6.57,18.07,"drafted"
"17","Jacob deGrom","Mets","pitcher","10954",178.3,2.83,1.1,0,13,186,6.56,18.07,"drafted"
"18","Cody Allen","Indians","pitcher","12183",70.7,2.8,1.13,33,5,95,6.54,18.01,"drafted"
"19","Trevor Rosenthal","Cardinals","pitcher","10745",74.7,2.53,1.17,32,5,97,6.48,17.84,"drafted"
"20","Jeurys Familia","Mets","pitcher","5114",77,2.69,1.06,34,3,83,6.48,17.84,"drafted"
"21","Gerrit Cole","Pirates","pitcher","13125",190,3.08,1.15,0,16,180,6.45,17.76,"drafted"
"22","Ken Giles","Astros","pitcher","12910",72,2.75,1.17,32,6,87,6.35,17.47,"drafted"
"23","David Robertson","White Sox","pitcher","8241",60.3,2.83,1.04,31,6,83,6.31,17.38,"drafted"
"24","Craig Kimbrel","Red Sox","pitcher","6655",59.7,2.72,1.12,34,4,82,6.1,16.8,"drafted"
"25","Zach Britton","Orioles","pitcher","3240",67.7,2.79,1.09,34,4,70,6.09,16.77,"drafted"
"26","Shawn Tolleson","Rangers","pitcher","10481",71.3,3.28,1.14,33,6,76,6.09,16.75,"drafted"
"27","Hector Rondon","Cubs","pitcher","2391",64,2.95,1.14,35,5,62,6.01,16.55,"drafted"
"28","Noah Syndergaard","Mets","pitcher","11762",172,3.09,1.1,0,12,194,5.96,16.41,"drafted"
"29","Dallas Keuchel","Astros","pitcher","9434",202.3,3.29,1.16,0,15,177,5.82,16.03,"drafted"
"30","Aroldis Chapman","Yankees","pitcher","10233",62,2.47,1.13,28,5,101,5.8,15.98,"drafted"
"31","Will Smith","Brewers","pitcher","8048",70.7,3.06,1.19,31,5,91,5.71,15.71,"drafted"
"32","Chris Archer","Rays","pitcher","6345",195.3,3.23,1.2,0,14,202,5.65,15.54,"drafted"
"33","Sonny Gray","Athletics","pitcher","12768",211,3.2,1.18,0,14,179,5.64,15.52,"drafted"
"34","Brad Boxberger","Rays","pitcher","10133",69,3.26,1.22,30,6,90,5.5,15.14,"drafted"
"35","Matt Harvey","Mets","pitcher","11713",170.3,2.91,1.08,0,10,161,5.26,14.47,"drafted"
"36","Danny Salazar","Indians","pitcher","5867",178,3.49,1.15,0,13,195,5.19,14.3,"drafted"
"37","Jeff Samardzija","Giants","pitcher","3254",196,3.31,1.14,0,11,180,5.01,13.79,"drafted"
"38","Jose Fernandez","Marlins","pitcher","11530",147.3,2.75,1.1,0,9,171,4.81,13.23,"drafted"
"39","Jose Fernandez","Marlins","pitcher","11530",147.3,2.75,1.1,0,9,171,4.81,13.23,"drafted"
"40","Garrett Richards","Angels","pitcher","9784",182.3,3.21,1.19,0,13,170,4.78,13.17,"drafted"
"41","Sean Doolittle","Athletics","pitcher","1581",44.7,3.02,1.03,32,3,53,4.77,13.12,"drafted"
"42","Jonathan Papelbon","Nationals","pitcher","5975",56.7,3.02,1.11,31,4,49,4.75,13.08,"drafted"
"43","Kenta Maeda","Dodgers","pitcher","18498",177,3.2,1.15,0,12,162,4.74,13.06,"drafted"
"44","Glen Perkins","Twins","pitcher","8041",54.7,3.46,1.15,32,3,57,4.47,12.3,"drafted"
"45","John Lackey","Cubs","pitcher","1507",183,3.34,1.16,0,12,156,4.37,12.03,"drafted"
"46","Huston Street","Angels","pitcher","8258",55.7,3.4,1.17,32,3,53,4.37,12.02,"drafted"
"47","Adam Wainwright","Cardinals","pitcher","2233",156,3.12,1.14,0,13,126,4.22,11.61,"drafted"
"48","Francisco Rodriguez","Tigers","pitcher","1642",48.7,3.33,1.11,32,2,48,4.15,11.42,"drafted"
"49","Tyson Ross","Padres","pitcher","7872",178,3.24,1.25,0,12,182,4.07,11.22,"drafted"
"50","Scott Kazmir","Dodgers","pitcher","4897",168,3.38,1.16,0,11,162,4.02,11.07,"drafted"
"51","Santiago Casilla","Giants","pitcher","2873",50.3,2.86,1.17,28,4,42,3.88,10.67,"drafted"
"52","Francisco Liriano","Pirates","pitcher","3201",166.3,3.19,1.23,0,11,175,3.87,10.67,"drafted"
"53","Steve Cishek","Mariners","pitcher","6483",61.7,3.5,1.3,29,4,63,3.83,10.53,"drafted"
"54","Lance Lynn","Cardinals","pitcher","2520",181.7,3.37,1.29,0,14,173,3.8,10.45,""
"55","Carlos Martinez","Cardinals","pitcher","11682",172.3,3.34,1.26,0,13,167,3.74,10.3,"drafted"
"56","Wei-Yin Chen","Marlins","pitcher","13071",174,3.26,1.17,0,11,139,3.72,10.23,"drafted"
"57","J.J. Hoover","Reds","pitcher","9037",63.3,3.84,1.31,28,5,64,3.69,10.17,"drafted"
"58","Julio Teheran","Braves","pitcher","6797",197,3.65,1.22,0,12,175,3.68,10.14,"drafted"
"59","Jake Odorizzi","Rays","pitcher","6397",177.3,3.6,1.2,0,11,165,3.43,9.44,"drafted"
"60","A.J. Ramos","Marlins","pitcher","8350",67.3,2.81,1.23,21,4,80,3.43,9.43,"drafted"
"61","Masahiro Tanaka","Yankees","pitcher","15764",157.7,3.82,1.12,0,11,147,3.36,9.26,"drafted"
"62","Collin McHugh","Astros","pitcher","7531",178,3.69,1.21,0,12,160,3.34,9.2,"drafted"
"63","James Shields","Padres","pitcher","7059",185.7,3.54,1.21,0,9,181,3.29,9.07,"drafted"
"64","Cole Hamels","Rangers","pitcher","4972",197.3,3.69,1.23,0,11,168,3.12,8.59,"drafted"
"65","Dellin Betances","Yankees","pitcher","6216",85,2.12,1.04,1,6,130,2.99,8.23,"drafted"
"66","Jake McGee","Rockies","pitcher","7550",53.7,3.19,1.16,21,4,61,2.93,8.07,"drafted"
"67","Jason Grilli","Braves","pitcher","521",36,3,1.17,24,4,42,2.92,8.03,"drafted"
"68","David Hernandez","Phillies","pitcher","4259",44.7,4.03,1.3,28,3,49,2.89,7.97,"drafted"
"69","Michael Wacha","Cardinals","pitcher","14078",154,3.51,1.23,0,12,137,2.84,7.82,"drafted"
"70","Yordano Ventura","Royals","pitcher","11855",175,3.7,1.29,0,13,164,2.84,7.82,"drafted"
"71","Fernando Rodney","Padres","pitcher","494",55.3,3.9,1.34,24,5,55,2.7,7.43,"drafted"
"72","Roberto Osuna","Blue Jays","pitcher","13764",63.3,3.13,1.14,17,4,72,2.66,7.32,"drafted"
"73","Shelby Miller","Diamondbacks","pitcher","10197",185,3.65,1.28,0,12,156,2.63,7.23,"drafted"
"74","Steven Matz","Mets","pitcher","13361",141.7,3.37,1.22,0,10,139,2.58,7.09,"drafted"
"75","Gio Gonzalez","Nationals","pitcher","7448",162.7,3.43,1.3,0,11,160,2.56,7.05,"drafted"
"76","Brad Ziegler","Diamondbacks","pitcher","7293",58.7,3.37,1.23,24,3,40,2.54,6.98,"drafted"
"77","Jose Quintana","White Sox","pitcher","11423",195.3,3.73,1.25,0,10,166,2.53,6.98,"drafted"
"78","Yu Darvish","Rangers","pitcher","13074",132,3.41,1.23,0,9,156,2.47,6.81,"drafted"
"79","Drew Storen","Blue Jays","pitcher","6983",56.3,3.04,1.14,20,2,57,2.35,6.47,"drafted"
"80","Hisashi Iwakuma","Mariners","pitcher","13048",147.7,3.72,1.11,0,8,126,2.34,6.43,"drafted"
"81","Jordan Zimmermann","Tigers","pitcher","4505",181.3,4.02,1.22,0,12,137,2.27,6.26,"drafted"
"82","Luis Severino","Yankees","pitcher","15890",154,3.8,1.25,0,11,147,2.22,6.12,"drafted"
"83","Andrew Miller","Yankees","pitcher","6785",52,2.25,0.98,9,4,85,2.21,6.1,"drafted"
"84","Anthony DeSclafani","Reds","pitcher","13050",178,3.79,1.26,0,11,146,2.16,5.94,"drafted"
"85","Phil Hughes","Twins","pitcher","7450",167,4.1,1.18,0,11,129,2.11,5.81,"drafted"
"86","Eduardo Rodriguez","Red Sox","pitcher","13164",167.3,3.98,1.28,0,13,141,2.07,5.7,"drafted"
"87","Rick Porcello","Red Sox","pitcher","2717",187.3,4.18,1.27,0,14,140,2.04,5.62,"drafted"
"88","Justin Verlander","Tigers","pitcher","8700",164.3,3.89,1.25,0,11,141,1.99,5.48,"drafted"
"89","Alex Wood","Dodgers","pitcher","13781",168.3,3.74,1.27,0,11,139,1.99,5.47,"drafted"
"90","Andrew Heaney","Angels","pitcher","15423",177,3.76,1.26,0,10,145,1.93,5.33,"drafted"
"91","Carter Capps","Marlins","pitcher","12803",43.7,2.27,1.05,15,2,62,1.9,5.22,"drafted"
"92","Carlos Rodon","White Sox","pitcher","16137",158.3,3.81,1.31,0,10,169,1.86,5.12,"drafted"
"93","Aaron Nola","Phillies","pitcher","16149",175,4.17,1.22,0,10,153,1.85,5.1,"drafted"
"94","Mike Leake","Cardinals","pitcher","10130",176.7,3.77,1.25,0,11,114,1.66,4.56,"drafted"
"95","Zach Lee","Dodgers","pitcher","11468",128.7,3.78,1.18,0,11,93,1.66,4.56,""
"96","Anibal Sanchez","Tigers","pitcher","3284",144,3.94,1.24,0,10,134,1.61,4.43,"drafted"
"97","Kyle Hendricks","Cubs","pitcher","12049",159.7,3.61,1.22,0,8,125,1.6,4.4,"drafted"
"98","Marco Estrada","Blue Jays","pitcher","1118",157.3,4.06,1.2,0,10,123,1.6,4.39,"drafted"
"99","John Lamb","Reds","pitcher","8493",149.3,3.92,1.29,0,9,163,1.54,4.23,"drafted"
"100","Dan Haren","Cubs","pitcher","1757",152.7,4.01,1.19,0,9,123,1.49,4.11,""
"101","Michael Pineda","Yankees","pitcher","5372",121.3,3.86,1.16,0,9,109,1.48,4.09,"drafted"
"102","Jake Peavy","Giants","pitcher","1051",140.3,3.66,1.19,0,8,112,1.42,3.92,"drafted"
"103","Taylor Jungmann","Brewers","pitcher","13119",161.7,3.9,1.33,0,11,149,1.4,3.85,"drafted"
"104","Franklin Morales"," ","pitcher","5088",67.7,4.12,1.34,21,3,50,1.39,3.82,""
"105","Drew Smyly","Rays","pitcher","11760",118.7,3.64,1.17,0,7,121,1.37,3.78,"drafted"
"106","Jimmy Nelson","Brewers","pitcher","10547",161.3,3.9,1.32,0,11,141,1.33,3.67,"drafted"
"107","Matt Shoemaker","Angels","pitcher","4776",143.7,4.01,1.21,0,9,122,1.28,3.53,""
"108","Hyun-Jin Ryu","Dodgers","pitcher","14444",125.3,3.52,1.2,0,8,105,1.27,3.51,"drafted"
"109","Lance McCullers","Astros","pitcher","14120",150.7,3.64,1.32,0,8,155,1.25,3.43,"drafted"
"110","Alex Cobb","Rays","pitcher","6562",128.3,3.44,1.24,0,8,111,1.21,3.34,"drafted"
"111","Drew Pomeranz","Padres","pitcher","11426",100.7,3.4,1.25,4,6,106,1.16,3.19,""
"112","Robbie Ray","Diamondbacks","pitcher","11486",151.7,3.86,1.36,0,11,143,1.11,3.06,"drafted"
"113","Tanner Roark","Nationals","pitcher","8753",141.3,3.69,1.22,0,9,96,1.08,2.98,"drafted"
"114","Mike Fiers","Astros","pitcher","7754",157.7,4.17,1.26,0,9,144,1.07,2.95,"drafted"
"115","Homer Bailey","Reds","pitcher","8362",149,3.93,1.24,0,8,130,1.05,2.9,"drafted"
"116","Tyler Lyons","Cardinals","pitcher","11334",135.7,3.98,1.2,0,8,118,1.05,2.89,"drafted"
"117","Adam Warren","Cubs","pitcher","9029",101.7,3.01,1.16,0,6,92,1.05,2.89,"drafted"
"118","Jason Hammel","Cubs","pitcher","4538",144.3,3.93,1.23,0,8,125,1.03,2.84,"drafted"
"119","Keone Kela","Rangers","pitcher","14696",63,3.14,1.16,0,10,71,1.03,2.82,"drafted"
"120","Sergio Romo","Giants","pitcher","9817",54.3,2.82,1.05,6,5,59,1,2.76,""
"121","Kelvin Herrera","Royals","pitcher","6033",72,2.88,1.17,3,6,77,0.92,2.54,""
"122","Mike Bolsinger","Dodgers","pitcher","11137",143,3.84,1.31,0,9,134,0.92,2.52,"drafted"
"123","Raisel Iglesias","Reds","pitcher","17130",133,3.79,1.24,0,7,127,0.89,2.46,"drafted"
"124","Bartolo Colon","Mets","pitcher","375",157.7,4.11,1.23,0,10,104,0.89,2.44,""
"125","Patrick Corbin","Diamondbacks","pitcher","9323",128.7,3.71,1.23,0,8,105,0.86,2.38,"drafted"
"126","Joe Ross","Nationals","pitcher","12972",135.3,3.86,1.26,0,9,112,0.86,2.37,"drafted"
"127","Jose Berrios","Twins","pitcher","sa657852",146.3,4.18,1.29,0,10,130,0.81,2.22,""
"128","Kevin Quackenbush","Padres","pitcher","12360",67.3,3.21,1.25,9,4,70,0.79,2.17,""
"129","Andrew Cashner","Padres","pitcher","8782",155.7,3.87,1.28,0,8,128,0.75,2.06,"drafted"
"130","Zachary Davies","Brewers","pitcher","13183",141,3.96,1.31,0,10,120,0.75,2.05,""
"131","Arodys Vizcaino","Braves","pitcher","5498",48,3.19,1.23,14,2,51,0.74,2.03,"drafted"
"132","Luke Gregerson","Astros","pitcher","4090",59,3.36,1.14,6,6,57,0.73,2,"drafted"
"133","Jose De Leon","Dodgers","pitcher","sa738334",102.7,3.77,1.21,0,6,122,0.67,1.85,""
"134","Hunter Strickland","Giants","pitcher","7836",55.7,2.59,1.02,4,4,60,0.66,1.81,"drafted"
"135","Darren O'Day","Orioles","pitcher","3321",59.7,2.87,1.07,3,5,67,0.65,1.78,"drafted"
"136","Tyler Glasnow","Pirates","pitcher","sa597835",116,3.72,1.37,0,9,130,0.62,1.72,"drafted"
"137","Travis Wood","Cubs","pitcher","9884",135.7,3.85,1.3,0,8,127,0.61,1.69,""
"138","Marcus Stroman","Blue Jays","pitcher","13431",104.3,3.8,1.2,0,8,89,0.56,1.54,"drafted"
"139","Matt Andriese","Rays","pitcher","12022",128.3,3.79,1.25,0,8,99,0.51,1.4,""
"140","Hector Santiago","Angels","pitcher","4026",153.3,3.82,1.33,0,8,134,0.5,1.38,"drafted"
"141","Yimi Garcia","Dodgers","pitcher","12095",71.3,3.03,1.07,1,4,83,0.49,1.35,"drafted"
"142","Tony Watson","Pirates","pitcher","3132",70,2.7,1.07,2,4,63,0.46,1.26,"drafted"
"143","Brett Cecil","Blue Jays","pitcher","2660",54.7,2.96,1.13,2,6,70,0.45,1.23,"drafted"
"144","Cody Reed","Royals","pitcher","sa737542",137,4.27,1.32,0,10,127,0.44,1.22,""
"145","Cody Reed","Royals","pitcher","sa737542",137,4.27,1.32,0,10,127,0.44,1.22,""
"146","Kyle Gibson","Twins","pitcher","10123",176.3,4.19,1.33,0,11,126,0.44,1.21,"drafted"
"147","Tyler Clippard","Diamondbacks","pitcher","5640",65.3,3.03,1.13,1,6,72,0.44,1.2,"drafted"
"148","Clay Buchholz","Red Sox","pitcher","3543",126.7,3.91,1.27,0,8,109,0.42,1.17,"drafted"
"149","Danny Farquhar","Rays","pitcher","8501",78.7,3.66,1.22,6,4,83,0.41,1.13,""
"150","Ryan Williams","Cubs","pitcher","sa829137",134.3,4.02,1.24,0,9,89,0.37,1.03,""
"151","Pedro Strop","Cubs","pitcher","4070",59,2.75,1.14,2,5,71,0.36,1,"drafted"
"152","Josh Collmenter","Diamondbacks","pitcher","7312",137,3.94,1.25,1,8,91,0.36,1,""
"153","Taijuan Walker","Mariners","pitcher","11836",145.3,4.33,1.25,0,7,135,0.3,0.84,"drafted"
"154","Kevin Siegrist","Cardinals","pitcher","8180",63,3,1.22,3,5,77,0.3,0.83,"drafted"
"155","Joaquin Benoit","Mariners","pitcher","1437",49.3,3.28,1.16,8,4,49,0.3,0.82,"drafted"
"156","Shawn Kelley","Nationals","pitcher","7773",52,2.94,1.15,5,4,64,0.27,0.76,""
"157","Jaime Garcia","Cardinals","pitcher","8137",92.7,3.4,1.2,0,7,72,0.25,0.7,"drafted"
"158","Nicholas Tropeano","Angels","pitcher","12385",135.7,4.18,1.3,0,8,128,0.24,0.65,""
"159","Sam Dyson","Rangers","pitcher","11710",74,3.41,1.22,3,6,67,0.2,0.55,""
"160","Edinson Volquez","Royals","pitcher","3990",175.3,4.06,1.36,0,10,131,0.2,0.55,"drafted"
"161","Liam Hendriks","Athletics","pitcher","3548",65.7,2.88,1.07,1,4,67,0.16,0.44,""
"162","Zack Wheeler","Mets","pitcher","10310",130,3.74,1.34,0,7,123,0.13,0.35,"drafted"
"163","Chris Heston","Giants","pitcher","10302",150.7,4,1.33,0,9,113,0.1,0.29,""
"164","Clayton Blackburn","Giants","pitcher","sa598302",127.7,3.81,1.27,0,7,99,0.09,0.25,""
"165","Kevin Gausman","Orioles","pitcher","14107",152.3,4.14,1.34,0,9,126,0.08,0.21,"drafted"
"166","Trevor Bauer","Indians","pitcher","12703",164.3,4.33,1.38,0,9,163,0.08,0.21,"drafted"
"167","Chris Tillman","Orioles","pitcher","5279",174.7,4.38,1.33,0,10,133,0.05,0.13,"drafted"
"168","R.A. Dickey","Blue Jays","pitcher","1245",175.3,4.41,1.32,0,11,116,0.01,0.02,"drafted"
"169","Bud Norris","Braves","pitcher","9492",146.3,4.31,1.31,0,8,131,0,-0.01,""
"170","Tim Cooney","Cardinals","pitcher","13762",130.7,4.06,1.27,0,8,96,-0.01,-0.02,""
"171","Hansel Robles","Mets","pitcher","11801",63,3.29,1.14,1,5,73,-0.01,-0.02,"drafted"
"172","Danny Duffy","Royals","pitcher","3542",125,3.82,1.32,0,8,100,-0.01,-0.02,""
"173","A.J. Cole","Nationals","pitcher","11467",133.7,4.04,1.26,0,7,103,-0.02,-0.06,""
"174","Nick Vincent","Padres","pitcher","7555",67,3.22,1.18,1,5,75,-0.03,-0.08,""
"175","Jesse Chavez","Blue Jays","pitcher","5448",137.3,4.33,1.3,0,8,122,-0.07,-0.19,""
"176","Randall Delgado","Diamondbacks","pitcher","5985",72.7,3.59,1.32,2,7,77,-0.07,-0.2,""
"177","Doug Fister","Astros","pitcher","9425",134,4.03,1.28,0,8,95,-0.07,-0.2,"drafted"
"178","Tony Sipp","Astros","pitcher","8280",54.7,2.96,1.1,0,5,69,-0.08,-0.22,"drafted"
"179","Justin Grimm","Cubs","pitcher","11720",59,2.9,1.2,1,5,71,-0.09,-0.26,""
"180","Brad Brach","Orioles","pitcher","6627",76.3,3.54,1.27,1,6,84,-0.11,-0.3,""
"181","Daniel Hudson","Diamondbacks","pitcher","7146",35.7,3.53,1.23,12,2,36,-0.12,-0.33,""
"182","Will Harris","Astros","pitcher","3192",63.3,3.41,1.18,1,6,65,-0.12,-0.34,""
"183","Koji Uehara","Red Sox","pitcher","9227",41,3.07,1.05,3,5,48,-0.12,-0.34,"drafted"
"184","Zach McAllister","Indians","pitcher","2895",108.7,4.06,1.32,2,7,98,-0.13,-0.35,""
"185","Joe Smith","Angels","pitcher","3281",62.7,3.3,1.18,3,5,56,-0.14,-0.38,""
"186","C.J. Wilson","Angels","pitcher","3580",141.7,4.13,1.36,0,9,119,-0.14,-0.38,""
"187","Tony Cingrani","Reds","pitcher","12555",77.7,3.94,1.34,6,4,92,-0.14,-0.39,""
"188","A.J. Burnett","Pirates","pitcher","512",154.7,3.96,1.36,0,8,124,-0.15,-0.43,""
"189","Addison Reed","Mets","pitcher","10586",67,3.36,1.21,2,5,69,-0.17,-0.46,""
"190","Rubby de la Rosa","Diamondbacks","pitcher","3862",163,4.36,1.34,0,9,132,-0.19,-0.52,"drafted"
"191","Austin Voth","Nationals","pitcher","sa621465",133.3,4.05,1.32,0,7,117,-0.21,-0.59,""
"192","Chris Hatcher","Dodgers","pitcher","3299",60.3,3.28,1.14,2,4,67,-0.22,-0.61,""
"193","Chase Anderson","Brewers","pitcher","6895",144.3,4.3,1.32,0,8,122,-0.24,-0.65,""
"194","Nathan Eovaldi","Yankees","pitcher","9132",146.3,4.24,1.34,0,8,127,-0.24,-0.66,"drafted"
"195","Logan Verrett","Mets","pitcher","12905",128,4.22,1.23,0,6,103,-0.25,-0.68,""
"196","J.A. Happ","Blue Jays","pitcher","7410",135.7,4.38,1.33,0,9,114,-0.26,-0.72,"drafted"
"197","Aaron Blair","Braves","pitcher","sa549491",143.7,4.07,1.34,0,6,139,-0.26,-0.73,""
"198","Ubaldo Jimenez","Orioles","pitcher","3374",157.3,4.29,1.39,0,9,143,-0.28,-0.76,"drafted"
"199","Blake Snell","Rays","pitcher","sa597786",121,4.17,1.41,0,9,123,-0.29,-0.8,"drafted"
"200","Brandon Finnegan","Reds","pitcher","16208",90.3,3.79,1.27,0,6,91,-0.31,-0.85,"drafted"
"201","Jorge de la Rosa","Rockies","pitcher","2047",143,4.22,1.38,0,10,112,-0.31,-0.87,"drafted"
"202","Mike Morin","Angels","pitcher","13442",64.7,3.76,1.22,2,6,61,-0.36,-0.99,""
"203","Wade Miley","Mariners","pitcher","8779",179.3,4.27,1.36,0,8,146,-0.36,-1,""
"204","Carlos Villanueva","Padres","pitcher","4138",76.3,3.54,1.24,2,5,68,-0.36,-1,""
"205","George Kontos","Giants","pitcher","9486",71.7,3.39,1.17,1,5,58,-0.38,-1.04,""
"206","Erasmo Ramirez","Rays","pitcher","10314",148,4.26,1.29,0,7,111,-0.42,-1.16,"drafted"
"207","Steven Brault","Pirates","pitcher","sa737937",139,4.08,1.32,0,8,97,-0.42,-1.16,""
"208","Brett Anderson","Dodgers","pitcher","8223",110.7,3.74,1.27,0,6,81,-0.45,-1.23,"drafted"
"209","Silvino Bracho","Diamondbacks","pitcher","15051",56,3.05,1.07,0,3,70,-0.48,-1.33,""
"210","Jon Niese","Pirates","pitcher","4424",157.7,4.05,1.34,0,8,105,-0.49,-1.35,""
"211","Jacob Faria","Rays","pitcher","sa598097",126.3,4.27,1.39,0,9,114,-0.49,-1.35,""
"212","Tom Koehler","Marlins","pitcher","6570",164,4.17,1.38,0,9,121,-0.51,-1.41,""
"213","Greg Holland","Royals","pitcher","7196",52.3,2.58,1.13,0,3,70,-0.51,-1.41,""
"214","Aaron Brooks","Athletics","pitcher","12272",151.3,4.46,1.29,0,8,108,-0.51,-1.41,""
"215","Aaron Brooks","Athletics","pitcher","12272",151.3,4.46,1.29,0,8,108,-0.51,-1.41,""
"216","Carson Smith","Red Sox","pitcher","13172",61,3.1,1.21,1,4,68,-0.52,-1.42,"drafted"
"217","Justin Wilson","Tigers","pitcher","4301",62,3.63,1.29,5,4,60,-0.53,-1.45,""
"218","Jered Weaver","Angels","pitcher","4235",151.3,4.46,1.28,0,8,103,-0.53,-1.45,""
"219","Zach Putnam","White Sox","pitcher","9080",55,3.44,1.29,3,5,61,-0.53,-1.45,""
"220","Mike Dunn","Marlins","pitcher","9948",55.7,3.4,1.26,2,5,64,-0.53,-1.46,""
"221","Mark Buehrle"," ","pitcher","225",168,4.34,1.32,0,10,93,-0.53,-1.46,""
"222","Corey Knebel","Brewers","pitcher","15010",63,3.29,1.19,1,3,79,-0.56,-1.55,""
"223","Carlos Torres","Mets","pitcher","7624",80.7,3.68,1.29,0,6,79,-0.56,-1.55,""
"224","Pat Neshek","Astros","pitcher","4682",53.3,3.38,1.09,0,5,54,-0.57,-1.56,""
"225","Chris Bassitt","Athletics","pitcher","12304",124.3,3.91,1.34,0,7,96,-0.57,-1.57,""
"226","Zack Thornton","Mets","pitcher","sa549662",68,3.31,1.22,0,5,66,-0.58,-1.6,""
"227","Bryan Shaw","Indians","pitcher","8110",68.7,3.67,1.22,3,4,62,-0.59,-1.62,""
"228","Jeff Locke","Pirates","pitcher","2929",162.7,4.15,1.37,0,8,123,-0.59,-1.62,""
"229","Joakim Soria","Royals","pitcher","6941",49,3.12,1.14,5,2,50,-0.59,-1.62,"drafted"
"230","Drew Hutchison","Blue Jays","pitcher","10732",142,4.69,1.35,0,9,127,-0.6,-1.66,""
"231","Antonio Bastardo","Mets","pitcher","8844",53.3,3.21,1.24,2,4,64,-0.64,-1.76,""
"232","Matthew Wisler","Braves","pitcher","12804",156.7,4.48,1.33,0,8,123,-0.64,-1.76,""
"233","Junichi Tazawa","Red Sox","pitcher","4079",60.7,3.56,1.2,1,5,60,-0.64,-1.77,""
"234","Jumbo Diaz","Reds","pitcher","3397",68.3,3.42,1.2,3,2,72,-0.66,-1.81,"drafted"
"235","Lucas Giolito","Nationals","pitcher","sa657908",119,4.08,1.33,0,6,108,-0.67,-1.85,"drafted"
"236","Yovani Gallardo","Orioles","pitcher","8173",166,4.28,1.43,0,12,108,-0.68,-1.86,"drafted"
"237","Nate Karns","Mariners","pitcher","12638",139.3,4.39,1.34,0,6,136,-0.69,-1.9,"drafted"
"238","James Paxton","Mariners","pitcher","11828",102,4.06,1.32,0,7,85,-0.71,-1.95,""
"239","Jeff Francis","Blue Jays","pitcher","4684",86.7,4.05,1.25,0,6,76,-0.71,-1.95,""
"240","Blake Treinen","Nationals","pitcher","12572",76.7,3.29,1.28,1,4,72,-0.71,-1.97,""
"241","Casey Fien","Twins","pitcher","3926",59.3,3.79,1.18,2,5,50,-0.72,-1.99,""
"242","Rafael Montero","Mets","pitcher","12760",98,3.86,1.29,0,5,91,-0.73,-2,""
"243","Yusmeiro Petit","Nationals","pitcher","4020",93.3,4.05,1.19,0,4,84,-0.73,-2.01,""
"244","Fernando Salas","Angels","pitcher","4971",57.7,3.43,1.14,2,3,59,-0.74,-2.02,""
"245","Cliff Lee","Phillies","pitcher","1636",101.3,4,1.26,0,5,88,-0.74,-2.04,""
"246","Manny Banuelos","Braves","pitcher","5365",115.7,3.89,1.37,0,6,107,-0.74,-2.04,""
"247","Aaron Sanchez","Blue Jays","pitcher","11490",108,3.92,1.41,0,9,80,-0.76,-2.08,""
"248","Ross Ohlendorf","Rangers","pitcher","8268",54.3,3.64,1.27,0,7,53,-0.76,-2.08,""
"249","Jeremy Jeffress","Brewers","pitcher","9490",62.7,3.3,1.29,4,3,60,-0.77,-2.11,"drafted"
"250","Rafael Martin","Nationals","pitcher","10258",51.7,3.14,1.16,0,4,62,-0.78,-2.14,""
"251","Henry Owens","Red Sox","pitcher","13143",159,4.42,1.44,0,10,138,-0.78,-2.14,""
"252","Tim Lincecum"," ","pitcher","5705",118.3,4.11,1.37,0,7,104,-0.8,-2.2,""
"253","Ian Kennedy","Royals","pitcher","6986",159.3,4.8,1.36,0,9,139,-0.82,-2.26,"drafted"
