"","name","Team","position","playerid","IP","ERA","WHIP","SV","W","K","marginal.total.points","dollar.value","status"
"823","Andy Ferguson","Royals","pitcher","sa598931",109.3,5.27,1.45,0,6,80,-3.06,-8.42,""
"824","Clay Rapada","Indians","pitcher","4831",37.3,4.34,1.39,0,2,25,-3.06,-8.42,""
"825","Scott Atchison","Indians","pitcher","2642",35.3,4.33,1.27,0,1,24,-3.06,-8.43,""
"826","David Goforth","Brewers","pitcher","12166",68,4.5,1.49,0,3,54,-3.07,-8.44,""
"827","Ryan Sherriff","Cardinals","pitcher","sa549863",61.7,4.52,1.43,0,3,38,-3.07,-8.44,""
"828","Ian Gardeck","Giants","pitcher","sa598115",64.3,4.34,1.55,0,3,57,-3.07,-8.45,""
"829","Joe Nathan"," ","pitcher","1122",19.7,4.58,1.42,0,2,18,-3.08,-8.47,""
"830","Vic Black","Mets","pitcher","9195",48.7,4.62,1.56,0,3,48,-3.08,-8.47,""
"831","Drew Hayes","Reds","pitcher","sa328425",64.3,4.62,1.52,0,3,59,-3.08,-8.47,""
"832","Ben Lively","Phillies","pitcher","sa549720",134,5.31,1.45,0,6,110,-3.08,-8.48,""
"833","Jimmy Reyes","Rangers","pitcher","sa526353",60.7,4.75,1.47,0,4,37,-3.08,-8.49,""
"834","Nick Martinez","Rangers","pitcher","12730",140.3,4.81,1.48,0,7,85,-3.09,-8.5,""
"835","Jake Reed","Twins","pitcher","sa599532",49.7,4.89,1.43,0,3,36,-3.09,-8.5,""
"836","Brian Moran","Mariners","pitcher","sa501495",45,4.6,1.42,0,2,37,-3.09,-8.51,""
"837","Peter Moylan","Braves","pitcher","4891",37,4.38,1.41,0,2,26,-3.09,-8.51,""
"838","Joe Mantiply","Tigers","pitcher","sa503764",66.3,4.88,1.42,0,3,49,-3.09,-8.51,""
"839","Giovanni Soto","Indians","pitcher","10330",53,4.25,1.42,0,1,47,-3.1,-8.53,""
"840","Brandon Kintzler","Brewers","pitcher","9939",48,4.5,1.38,0,2,31,-3.1,-8.54,""
"841","Archie Bradley","Diamondbacks","pitcher","12918",75.7,4.76,1.52,0,4,62,-3.1,-8.55,"drafted"
"842","Edward Santos","Angels","pitcher","sa505276",56.3,4.79,1.53,0,3,55,-3.11,-8.55,""
"843","Scott Elbert","Dodgers","pitcher","7489",18.7,3.86,1.34,0,1,18,-3.11,-8.55,""
"844","Cory Burns","Rangers","pitcher","6620",58,4.81,1.45,0,3,44,-3.11,-8.55,""
"845","Paul Clemens","Astros","pitcher","8037",66.7,4.86,1.47,0,4,45,-3.11,-8.56,""
"846","Tyler Deloach","Angels","pitcher","sa658786",116,4.97,1.5,0,5,99,-3.11,-8.56,""
"847","Jarlin Garcia","Marlins","pitcher","sa597438",122.7,4.99,1.43,0,5,83,-3.11,-8.56,""
"848","Jon Moscot","Reds","pitcher","13849",101,5.17,1.43,0,5,70,-3.11,-8.56,""
"849","Ryan O'Rourke","Twins","pitcher","10976",39,4.85,1.46,0,2,40,-3.11,-8.58,""
"850","Frank Batista","Cubs","pitcher","sa506678",83.3,4.75,1.46,0,4,55,-3.12,-8.59,""
"851","Chad Smith","Athletics","pitcher","13604",48,4.88,1.44,0,3,34,-3.12,-8.59,""
"852","German Marquez","Rays","pitcher","sa656016",115.7,5.45,1.47,0,8,75,-3.12,-8.6,""
"853","Brian Flynn","Royals","pitcher","12027",85.7,4.83,1.49,0,5,55,-3.12,-8.6,""
"854","Roberto Hernandez","Astros","pitcher","3273",88.7,4.87,1.43,0,4,57,-3.12,-8.6,""
"855","Darin Gorski","Mets","pitcher","sa501520",109.7,5.09,1.47,0,5,87,-3.13,-8.61,""
"856","Jose Dominguez","Rays","pitcher","11571",38.7,4.19,1.45,0,1,39,-3.13,-8.61,""
"857","Joan Gregorio","Giants","pitcher","sa547815",78.3,4.6,1.51,0,3,68,-3.14,-8.64,""
"858","Christian Binford","Royals","pitcher","sa599309",126.7,5.12,1.44,0,7,71,-3.14,-8.65,""
"859","P.J. Walters","Twins","pitcher","9557",107.7,5.02,1.49,0,6,74,-3.15,-8.67,""
"860","Jonathan Pettibone","Phillies","pitcher","7106",67,4.57,1.43,0,3,39,-3.16,-8.69,""
"861","Tyler Chatwood","Rockies","pitcher","4338",52.7,4.61,1.41,0,2,38,-3.16,-8.7,""
"862","Pat Urckfitz","Marlins","pitcher","sa457153",57.7,4.53,1.47,0,3,37,-3.16,-8.71,""
"863","Danny Reynolds","Astros","pitcher","sa501564",54.3,4.64,1.53,0,3,46,-3.16,-8.71,""
"864","Sergio Santos","Yankees","pitcher","4734",27.7,4.55,1.41,0,1,31,-3.17,-8.72,""
"865","Chad Jenkins","Blue Jays","pitcher","10326",82.7,5.01,1.4,0,4,47,-3.17,-8.74,""
"866","Eric O'Flaherty","Pirates","pitcher","5746",28.7,4.08,1.36,0,1,21,-3.18,-8.74,""
"867","Luis Cessa","Yankees","pitcher","sa506912",126.3,5.41,1.45,0,7,89,-3.18,-8.75,""
"868","Tom Gorzelanny","Tigers","pitcher","6244",50,4.86,1.46,0,2,48,-3.18,-8.75,""
"869","D.J. Johnson","Twins","pitcher","sa553075",45,4.6,1.44,0,2,35,-3.18,-8.75,""
"870","Sean Newcomb","Angels","pitcher","sa709548",122,4.5,1.66,0,5,133,-3.18,-8.76,"drafted"
"871","Patrick Francescon","Cubs","pitcher","sa599399",68.7,4.98,1.5,0,4,53,-3.18,-8.76,""
"872","Arnold Leon","Blue Jays","pitcher","5595",110.7,5.37,1.44,0,6,77,-3.18,-8.77,""
"873","Brent Suter","Brewers","pitcher","sa621681",117.3,5.14,1.48,0,6,86,-3.19,-8.78,""
"874","Amir Garrett","Reds","pitcher","sa599236",121.7,4.88,1.56,0,6,105,-3.19,-8.79,""
"875","Matt Lindstrom","White Sox","pitcher","4604",33.7,4.54,1.43,0,2,23,-3.2,-8.8,""
"876","Aaron Northcraft","Padres","pitcher","sa501597",104.7,4.73,1.52,0,5,76,-3.2,-8.8,""
"877","Daniel McCutchen","Rangers","pitcher","263",89,5.16,1.37,0,3,62,-3.2,-8.82,""
"878","Odrisamer Despaigne","Orioles","pitcher","16017",118.7,5.23,1.42,0,6,71,-3.21,-8.82,""
"879","Josh Ravin","Dodgers","pitcher","2951",38.7,4.66,1.53,0,2,39,-3.22,-8.86,""
"880","Mario Hollands","Phillies","pitcher","10504",34,4.24,1.41,0,1,28,-3.22,-8.87,""
"881","Paul Voelker","Tigers","pitcher","sa829176",41.7,4.75,1.49,0,2,39,-3.22,-8.87,""
"882","Shane Greene","Tigers","pitcher","10756",127,5.24,1.47,0,7,85,-3.23,-8.88,""
"883","Jeremy Horst","Phillies","pitcher","596",52,4.67,1.48,0,2,46,-3.23,-8.89,""
"884","Sam Moll","Rockies","pitcher","sa709023",44.7,4.43,1.39,0,1,35,-3.23,-8.89,""
"885","Corey Black","Cubs","pitcher","sa658004",94.3,5.06,1.55,0,4,97,-3.24,-8.92,""
"886","Aaron Thompson","Twins","pitcher","999",52.3,4.82,1.47,0,3,35,-3.24,-8.92,""
"887","Brady Dragmire","Blue Jays","pitcher","sa598911",69.3,4.8,1.43,0,3,43,-3.25,-8.96,""
"888","Wilking Rodriguez","Royals","pitcher","8801",15.7,4.6,1.34,0,1,15,-3.26,-8.96,""
"889","Brad Mills","Athletics","pitcher","4420",111.3,5.09,1.46,0,5,79,-3.26,-8.97,""
"890","Matthew Strahm","Royals","pitcher","sa658557",59.3,5.46,1.48,0,3,60,-3.26,-8.97,""
"891","Jeremy Guthrie","Rangers","pitcher","2072",142,5.13,1.44,0,7,82,-3.26,-8.97,""
"892","Michael Feliz","Astros","pitcher","11903",102.7,5.17,1.49,0,5,82,-3.26,-8.97,""
"893","Hunter Harvey","Orioles","pitcher","sa737510",61,4.87,1.52,0,3,53,-3.26,-8.98,"drafted"
"894","Randy Wolf"," ","pitcher","976",118.7,4.93,1.51,0,6,83,-3.26,-8.98,""
"895","Terry Doyle","Orioles","pitcher","sa392100",124.7,5.34,1.44,0,7,75,-3.27,-8.99,""
"896","Anthony Ranaudo","Rangers","pitcher","11424",134,5.17,1.48,0,7,91,-3.27,-8.99,""
"897","Nefi Ogando","Marlins","pitcher","12253",61.7,4.67,1.52,0,3,48,-3.27,-8.99,""
"898","Jameson Taillon","Pirates","pitcher","sa548151",67,4.57,1.48,0,3,43,-3.27,-8.99,"drafted"
"899","Darin Downs","Astros","pitcher","5903",33.7,4.54,1.4,0,1,29,-3.27,-9,""
"900","Logan Kensing","Mariners","pitcher","6166",53.3,4.73,1.5,0,3,37,-3.27,-9,""
"901","Grayson Garvin","Rays","pitcher","sa526542",43.7,4.74,1.42,0,2,29,-3.28,-9.03,""
"902","Edgar Olmos","Cubs","pitcher","10174",58.7,4.45,1.48,0,2,44,-3.28,-9.03,""
"903","Jonathan Dziedzic","Royals","pitcher","sa659070",106.7,4.89,1.46,0,5,63,-3.28,-9.04,""
"904","Casey Kelly","Braves","pitcher","9174",71.7,4.9,1.44,0,3,48,-3.3,-9.09,""
"905","Angel Castro","Athletics","pitcher","3243",80.7,4.91,1.46,0,4,49,-3.3,-9.09,""
"906","Maikel Cleto","White Sox","pitcher","5529",55,5.24,1.51,0,2,64,-3.3,-9.09,""
"907","Jake Esch","Marlins","pitcher","sa546977",111.3,4.85,1.48,0,5,71,-3.31,-9.1,""
"908","Tyler Jones","Braves","pitcher","sa549495",54,4.67,1.5,0,2,47,-3.31,-9.11,""
"909","Jeff Ferrell","Tigers","pitcher","11506",52.3,4.99,1.43,0,2,42,-3.31,-9.12,""
"910","Dustin Molleken","Indians","pitcher","sa226312",48.3,5.03,1.55,0,3,43,-3.31,-9.12,""
"911","Rob Kaminsky","Cardinals","pitcher","sa737532",96.7,4.84,1.51,0,5,63,-3.32,-9.13,""
"912","J.T. Chargois","Twins","pitcher","sa621373",36.3,4.46,1.46,0,1,33,-3.32,-9.15,""
"913","Ryan Butler","Padres","pitcher","sa738201",52,4.5,1.46,0,2,34,-3.33,-9.16,""
"914","Patrick Schuster","Reds","pitcher","sa501734",48,4.5,1.5,0,2,36,-3.33,-9.17,""
"915","Enny Romero","Rays","pitcher","4001",104.3,5,1.52,1,4,85,-3.33,-9.17,""
"916","Joe Beimel"," ","pitcher","979",41.3,4.35,1.38,0,1,25,-3.33,-9.17,""
"917","Keury Mella","Giants","pitcher","sa657486",93.7,5.19,1.48,0,4,78,-3.33,-9.17,""
"918","Brady Rodgers","Astros","pitcher","sa503350",117.3,5.6,1.41,0,6,79,-3.34,-9.18,""
"919","Blayne Weller","Diamondbacks","pitcher","sa455271",117,5.15,1.52,0,6,92,-3.34,-9.19,""
"920","Jerome Williams"," ","pitcher","1137",119.3,5.28,1.42,0,5,80,-3.34,-9.2,""
"921","Christopher Rearick","Padres","pitcher","11050",46.3,4.47,1.45,0,1,39,-3.34,-9.2,""
"922","Gonzalez Germen","Rockies","pitcher","5876",69.7,4.91,1.52,0,3,60,-3.35,-9.22,""
"923","Brad Peacock","Astros","pitcher","5401",83.3,5.29,1.5,0,4,73,-3.35,-9.23,""
"924","Tyler Wilson","Orioles","pitcher","12691",132.7,5.36,1.42,0,6,86,-3.35,-9.23,""
"925","Carlos Marmol","Marlins","pitcher","2790",30.3,4.75,1.68,0,2,37,-3.36,-9.24,""
"926","Nate Smith","Angels","pitcher","sa737900",117.3,5.29,1.47,0,6,82,-3.36,-9.24,""
"927","David Hale","Rockies","pitcher","9756",109,5.04,1.5,0,6,69,-3.36,-9.24,""
"928","Taylor Thompson","White Sox","pitcher","10019",43,4.6,1.51,0,2,33,-3.36,-9.24,""
"929","Dustin McGowan","Phillies","pitcher","8600",58.3,4.47,1.51,0,2,45,-3.36,-9.26,""
"930","Zeke Spruill","Diamondbacks","pitcher","3873",110,4.99,1.49,0,6,64,-3.37,-9.27,""
"931","Williams Jerez","Red Sox","pitcher","sa597797",66.7,4.99,1.5,0,3,54,-3.37,-9.27,""
"932","Charlie Leesman","White Sox","pitcher","9124",55.7,4.85,1.54,0,3,44,-3.37,-9.27,""
"933","Javy Guerra","Angels","pitcher","7407",35,4.63,1.4,0,1,26,-3.37,-9.28,""
"934","Benino Pruneda","Royals","pitcher","sa401631",45.3,4.57,1.52,0,2,35,-3.38,-9.3,""
"935","Kanekoa Texeira","Royals","pitcher","334",71,4.69,1.51,0,3,51,-3.38,-9.3,""
"936","Grant Balfour","Rays","pitcher","718",28.3,4.45,1.48,0,1,25,-3.38,-9.3,""
"937","Roman Mendez","Red Sox","pitcher","10307",49,4.78,1.49,0,2,39,-3.38,-9.31,""
"938","Robert Coello","Angels","pitcher","1149",64,5.06,1.56,0,4,50,-3.4,-9.35,""
"939","Brad Penny","Marlins","pitcher","535",85.3,5.27,1.46,0,5,50,-3.4,-9.36,""
"940","Tyson Perez","Astros","pitcher","sa598434",48.3,4.84,1.47,0,2,36,-3.4,-9.36,""
"941","Tyler Anderson","Rockies","pitcher","sa578009",89,5.06,1.47,0,4,61,-3.4,-9.37,""
"942","Mike Pelfrey","Tigers","pitcher","5203",112.7,4.95,1.48,0,6,60,-3.4,-9.37,""
"943","Ryan Chaffee","Marlins","pitcher","sa454506",35,4.63,1.6,0,2,32,-3.4,-9.37,""
"944","Andury Acevedo","Cubs","pitcher","sa395471",45,4.8,1.62,0,3,38,-3.41,-9.4,""
"945","Tyler Matzek","Rockies","pitcher","10058",74,4.86,1.66,0,5,65,-3.41,-9.4,""
"946","Simon Castro","Rockies","pitcher","9243",82.7,5.44,1.5,0,5,62,-3.41,-9.4,""
"947","Christian Friedrich","Angels","pitcher","7942",66.3,5.02,1.51,0,3,54,-3.41,-9.4,""
"948","Adam Kolarek","Mets","pitcher","sa549067",64.3,4.62,1.48,0,2,47,-3.42,-9.4,""
"949","Alex Sanabia","Marlins","pitcher","5350",97.7,5.16,1.46,0,5,59,-3.42,-9.4,""
"950","Yorman Landa","Twins","pitcher","sa597276",30.7,4.99,1.57,0,2,28,-3.42,-9.41,""
"951","Tim Berry","Marlins","pitcher","sa503777",107,4.96,1.49,0,5,69,-3.42,-9.42,""
"952","Brandon Beachy","Dodgers","pitcher","8851",51.7,4.88,1.47,0,2,39,-3.43,-9.43,""
"953","Tyler Sturdevant","Indians","pitcher","sa502327",36.7,4.91,1.42,0,1,31,-3.43,-9.44,""
"954","Daniel Coulombe","Athletics","pitcher","13293",61.7,4.52,1.57,0,2,57,-3.43,-9.45,""
"955","J.C. Ramirez","Mariners","pitcher","8302",61.3,4.99,1.52,0,3,48,-3.43,-9.45,""
"956","Bobby Parnell","Mets","pitcher","9926",37.7,5.26,1.65,0,4,25,-3.43,-9.45,""
"957","Miguel Celestino","Reds","pitcher","sa504074",65.7,5.35,1.49,0,3,58,-3.44,-9.47,""
"958","Caleb Clay","Diamondbacks","pitcher","sa326518",118.3,5.25,1.43,0,6,63,-3.44,-9.48,""
"959","Luis Perdomo","Padres","pitcher","sa597248",100.7,5.19,1.5,0,5,74,-3.44,-9.48,""
"960","Luis Perdomo","Padres","pitcher","sa597248",100.7,5.19,1.5,0,5,74,-3.44,-9.48,""
"961","Miguel Almonte","Royals","pitcher","14139",104,5.28,1.49,0,5,79,-3.45,-9.5,""
"962","Conner Greene","Blue Jays","pitcher","sa737829",122.7,5.43,1.54,0,8,91,-3.45,-9.51,""
"963","Logan Darnell","Twins","pitcher","11261",103.7,5.12,1.5,0,5,74,-3.45,-9.51,""
"964","Kraig Sitton","Rockies","pitcher","sa501975",60.3,4.92,1.49,0,3,38,-3.46,-9.53,""
"965","Nick Masset","Braves","pitcher","7267",43.7,4.33,1.51,0,1,35,-3.48,-9.57,""
"966","Alfredo Aceves","Yankees","pitcher","5164",49,4.78,1.49,0,2,34,-3.48,-9.58,""
"967","Donnie Veal","Braves","pitcher","4741",38,4.97,1.53,0,2,30,-3.48,-9.59,""
"968","Mark Sappington","Rays","pitcher","sa658007",67.7,4.79,1.64,0,4,58,-3.48,-9.59,""
"969","Matt Harrison","Phillies","pitcher","5551",37.7,4.78,1.51,0,2,24,-3.49,-9.6,""
"970","Pedro Beato","Braves","pitcher","1330",60.7,5.19,1.5,0,3,46,-3.49,-9.62,""
"971","Rafael Dolis","Cubs","pitcher","4185",37.3,5.06,1.63,0,3,27,-3.52,-9.69,""
"972","Mike Kickham","Giants","pitcher","11618",87,4.76,1.57,0,4,66,-3.52,-9.7,""
"973","Yunesky Maya","Nationals","pitcher","11420",97.3,4.99,1.47,0,4,61,-3.52,-9.7,""
"974","Jo-Jo Reyes","Angels","pitcher","5559",74,4.99,1.5,0,4,42,-3.53,-9.7,""
"975","Adam Miller","Pirates","pitcher","sa243995",37.3,4.82,1.42,0,1,25,-3.53,-9.71,""
"976","Adam Miller","Pirates","pitcher","sa243995",37.3,4.82,1.42,0,1,25,-3.53,-9.71,""
"977","Lucas Sims","Braves","pitcher","sa657914",111.3,5.09,1.57,0,6,88,-3.53,-9.72,""
"978","Cody Winiarski","White Sox","pitcher","sa599873",41.7,4.97,1.49,0,1,40,-3.53,-9.72,""
"979","Lucas Luetge","Mariners","pitcher","8337",61.7,4.96,1.48,0,2,48,-3.53,-9.72,""
"980","Michael Ynoa","White Sox","pitcher","sa549595",42.7,5.06,1.57,0,2,40,-3.53,-9.73,""
"981","Casey Lawrence","Blue Jays","pitcher","sa549433",134,5.37,1.46,0,8,69,-3.54,-9.73,""
"982","David Buchanan","Phillies","pitcher","11176",146,5.18,1.47,0,7,88,-3.54,-9.74,""
"983","Kevin Correia","Phillies","pitcher","1767",102.3,5.19,1.43,0,4,63,-3.54,-9.75,""
"984","Josh Zeid","Astros","pitcher","6527",59.7,4.83,1.53,0,2,50,-3.55,-9.77,""
"985","Austin Bibens-Dirkx","Blue Jays","pitcher","sa327879",112,5.71,1.46,0,6,83,-3.56,-9.8,""
"986","Ryan Garton","Rays","pitcher","sa658983",62,4.79,1.58,0,3,47,-3.57,-9.83,""
"987","Jose De Paula","Yankees","pitcher","5744",50,5.22,1.5,0,3,29,-3.58,-9.84,""
"988","Justin Marks","Royals","pitcher","10265",90.7,5.06,1.56,0,5,65,-3.58,-9.85,""
"989","Alec Asher","Phillies","pitcher","13560",146.7,5.77,1.44,0,7,113,-3.58,-9.85,""
"990","Will Lamb","Rangers","pitcher","sa577799",55,5.07,1.6,0,3,47,-3.59,-9.88,""
"991","Matt Stites","Diamondbacks","pitcher","12165",48.3,4.84,1.45,0,1,36,-3.59,-9.89,""
"992","Pat McCoy","Tigers","pitcher","6605",62,5.08,1.45,0,2,43,-3.6,-9.9,""
"993","Rafael Betancourt","Rockies","pitcher","177",28.7,5.02,1.5,0,1,23,-3.6,-9.92,""
"994","Matt Marksberry","Braves","pitcher","15089",71,5.07,1.56,0,3,62,-3.6,-9.92,""
"995","David Holmberg","Reds","pitcher","7725",132.7,5.22,1.47,0,6,84,-3.6,-9.92,""
"996","Tim Alderson","Nationals","pitcher","sa389899",60,5.1,1.45,0,2,41,-3.6,-9.92,""
"997","Tyrell Jenkins","Braves","pitcher","sa548158",106,5.01,1.51,0,5,67,-3.6,-9.92,""
"998","Ramon Ramirez","Orioles","pitcher","7986",34,4.76,1.53,0,1,28,-3.61,-9.93,""
"999","Scott McGough","Marlins","pitcher","12056",54.3,4.64,1.53,0,2,36,-3.61,-9.93,""
"1000","Onelki Garcia","Dodgers","pitcher","13674",43.3,4.78,1.57,0,1,44,-3.61,-9.94,""
"1001","Wandy Rodriguez","Rangers","pitcher","2586",63,5.43,1.51,0,3,51,-3.62,-9.97,""
"1002","Elih Villanueva","Marlins","pitcher","8796",120.3,5.46,1.46,0,7,65,-3.63,-9.98,""
"1003","Ryan Merritt","Indians","pitcher","sa598282",150,5.52,1.39,0,6,89,-3.63,-9.98,""
"1004","Damien Magnifico","Brewers","pitcher","sa501481",52.3,4.99,1.49,0,2,35,-3.63,-9.98,""
"1005","David Hurlbut","Twins","pitcher","sa503067",85.3,5.17,1.5,0,5,44,-3.63,-10.01,""
"1006","Chad Billingsley"," ","pitcher","5842",36,5.5,1.47,0,2,22,-3.64,-10.01,""
"1007","Kyuji Fujikawa","Rangers","pitcher","14443",14.7,4.91,1.43,0,0,13,-3.65,-10.04,""
"1008","Severino Gonzalez","Phillies","pitcher","14697",132.7,5.7,1.41,0,6,87,-3.66,-10.06,""
"1009","Mark Appel","Phillies","pitcher","sa501726",111.3,5.25,1.5,0,4,92,-3.66,-10.08,""
"1010","Clayton Mortensen","Red Sox","pitcher","3166",83.3,5.18,1.57,0,5,57,-3.67,-10.1,""
"1011","John Lannan","Mets","pitcher","7080",106,5.09,1.45,0,5,49,-3.67,-10.11,""
"1012","Carlos Fisher","Reds","pitcher","9832",43,5.02,1.65,0,2,42,-3.68,-10.14,""
"1013","Will Locante","Diamondbacks","pitcher","sa577888",46.3,4.86,1.62,0,2,40,-3.68,-10.14,""
"1014","Christian Bergman","Rockies","pitcher","10925",112,5.38,1.43,0,5,63,-3.68,-10.14,""
"1015","Jimmy Cordero","Phillies","pitcher","sa680023",53,4.92,1.53,0,1,50,-3.68,-10.14,""
"1016","Mike Clevinger","Indians","pitcher","sa597956",99.7,5.33,1.51,0,4,82,-3.69,-10.16,""
"1017","Scott Mcgregor","Nationals","pitcher","sa455250",110.7,5.12,1.48,0,5,64,-3.69,-10.17,""
"1018","Dylan Baker","Indians","pitcher","sa658002",60,4.8,1.6,0,3,41,-3.71,-10.21,""
"1019","Collin Balester","Reds","pitcher","6883",49,4.96,1.47,0,1,36,-3.71,-10.22,""
"1020","Jandel Gustave","Astros","pitcher","sa550624",66.7,4.99,1.56,0,3,48,-3.71,-10.22,""
"1021","Chris Rusin","Rockies","pitcher","9895",152.3,5.32,1.5,0,9,84,-3.71,-10.23,""
"1022","Aaron Laffey","Rockies","pitcher","6248",111.7,4.92,1.5,0,5,60,-3.73,-10.26,""
"1023","Dane de la Rosa","Angels","pitcher","10095",29.7,5.16,1.55,0,1,24,-3.73,-10.26,""
"1024","Kyle McPherson","Pirates","pitcher","5009",56.7,5.56,1.43,0,2,39,-3.74,-10.29,""
"1025","Nick Lee","Nationals","pitcher","sa550027",50,4.68,1.7,0,2,50,-3.74,-10.3,""
"1026","Daniel Schlereth","Tigers","pitcher","8739",15.7,5.74,1.66,0,1,12,-3.76,-10.34,""
"1027","Edwar Cabrera","Rockies","pitcher","9211",99.7,5.42,1.46,0,4,68,-3.76,-10.35,""
"1028","Joe Colon","Indians","pitcher","sa501660",81.7,5.07,1.51,0,3,57,-3.76,-10.35,""
"1029","Terance Marin","White Sox","pitcher","sa556821",79,5.24,1.46,0,3,48,-3.77,-10.37,""
"1030","Samuel Deduno","Astros","pitcher","5285",67,4.97,1.57,0,3,47,-3.77,-10.37,""
"1031","Jeremy Bleich","Pirates","pitcher","sa454413",69,4.96,1.52,0,2,52,-3.77,-10.37,""
"1032","Kevin Gregg","Reds","pitcher","1793",16.3,5.51,1.47,0,0,14,-3.78,-10.41,""
"1033","Jorge Marban","Red Sox","pitcher","sa559797",58,4.97,1.72,0,4,46,-3.79,-10.44,""
"1034","Anthony Bass","Rangers","pitcher","7982",74,4.99,1.42,0,1,49,-3.79,-10.45,""
"1035","Alex White","Rockies","pitcher","10054",75.3,5.02,1.54,0,3,52,-3.8,-10.45,""
"1036","Jorge De Leon","Astros","pitcher","5397",62.7,5.03,1.5,0,2,41,-3.8,-10.46,""
"1037","Kyle Ryan","Tigers","pitcher","11753",148.3,5.22,1.5,0,8,80,-3.81,-10.48,""
"1038","Gavin Floyd","Indians","pitcher","3886",40,5.63,1.45,0,1,31,-3.81,-10.49,""
"1039","Buck Farmer","Tigers","pitcher","14814",120.3,5.61,1.5,0,6,90,-3.81,-10.5,""
"1040","Ross Wolf","Rangers","pitcher","4534",83.7,5.06,1.48,0,4,36,-3.82,-10.53,""
"1041","Parker Markel","Rays","pitcher","sa502751",62.7,5.17,1.56,0,3,42,-3.83,-10.53,""
"1042","Justin Germano","Rangers","pitcher","1938",134,5.44,1.4,0,5,73,-3.83,-10.53,""
"1043","Sal Romano","Reds","pitcher","sa599266",125.3,5.24,1.52,0,6,83,-3.83,-10.54,""
"1044","Corey Williams","Twins","pitcher","sa597867",30,4.8,1.63,0,1,21,-3.84,-10.56,""
"1045","Austin Brice","Marlins","pitcher","sa548458",119.3,5.13,1.6,0,6,96,-3.84,-10.57,""
"1046","Angel Sanchez","Pirates","pitcher","sa596521",124.7,5.2,1.49,0,5,81,-3.84,-10.58,""
"1047","Jason Garcia","Orioles","pitcher","12143",49.3,5.29,1.58,0,2,40,-3.84,-10.58,""
"1048","Boone Whiting","Cardinals","pitcher","sa549392",103,5.16,1.56,0,5,73,-3.84,-10.58,""
"1049","Jason Marquis","Reds","pitcher","105",54.7,5.43,1.5,0,2,39,-3.85,-10.59,""
"1050","Zach Eflin","Phillies","pitcher","sa657853",124,5.44,1.43,0,5,71,-3.86,-10.63,""
"1051","Carlos Hernandez","Rockies","pitcher","sa393410",85,5.4,1.47,0,4,46,-3.86,-10.64,""
"1052","Carlos Hernandez","Rockies","pitcher","sa393410",85,5.4,1.47,0,4,46,-3.86,-10.64,""
"1053","Carlos Hernandez","Rockies","pitcher","sa393410",85,5.4,1.47,0,4,46,-3.86,-10.64,""
"1054","Carlos Hernandez","Rockies","pitcher","sa393410",85,5.4,1.47,0,4,46,-3.86,-10.64,""
"1055","Zachary Neal","Athletics","pitcher","sa549283",150.3,5.51,1.42,0,7,77,-3.86,-10.64,""
"1056","Kyle Mcgowin","Angels","pitcher","sa738327",109.3,5.52,1.48,0,5,73,-3.87,-10.66,""
"1057","Brian Schlitter","Cubs","pitcher","3599",55.3,5.2,1.59,0,3,34,-3.88,-10.69,""
"1058","Everett Teaford","Rays","pitcher","3732",93.7,5.19,1.53,0,4,63,-3.89,-10.72,""
"1059","Hobbs Johnson","Brewers","pitcher","sa738890",95,5.31,1.58,0,5,71,-3.89,-10.72,""
"1060","Mauricio Cabrera","Braves","pitcher","sa596857",44,5.11,1.7,0,2,41,-3.89,-10.72,""
"1061","Francisco Mendoza","Rangers","pitcher","sa506029",58,4.97,1.59,0,2,44,-3.9,-10.73,""
"1062","Kevin Whelan","Tigers","pitcher","3462",27,5.67,1.67,0,1,27,-3.9,-10.74,""
"1063","Joshua Hodges","Marlins","pitcher","sa501515",87.3,5.26,1.53,0,4,56,-3.91,-10.78,""
"1064","Angel Nesbitt","Tigers","pitcher","13415",63.3,5.4,1.56,0,3,44,-3.93,-10.82,""
"1065","T.J. House","Indians","pitcher","9121",85,5.29,1.55,0,4,58,-3.93,-10.82,""
"1066","Kyle Crick","Giants","pitcher","sa597770",71.7,4.77,1.84,0,4,81,-3.95,-10.88,""
"1067","Shane Carle","Rockies","pitcher","sa737893",144.3,5.61,1.46,0,8,76,-3.95,-10.88,""
"1068","Raul Alcantara","Athletics","pitcher","sa548100",61,5.16,1.46,0,2,26,-3.99,-10.98,""
"1069","Adrian Houser","Brewers","pitcher","12718",107.3,5.37,1.52,0,4,82,-3.99,-10.99,""
"1070","Gabriel Ynoa","Mets","pitcher","sa549128",143.7,5.58,1.4,0,5,84,-3.99,-11,""
"1071","Justin Hancock","Padres","pitcher","sa598262",107,4.96,1.54,0,4,67,-4.01,-11.04,""
"1072","Brock Huntzinger","Athletics","pitcher","sa390376",63.3,5.68,1.58,0,3,51,-4.02,-11.07,""
"1073","Bryan Harper","Nationals","pitcher","sa549768",48.7,5.18,1.64,0,2,35,-4.04,-11.13,""
"1074","David Martinez","Astros","pitcher","8893",84.3,5.34,1.53,0,4,48,-4.05,-11.15,""
"1075","Drake Britton","Red Sox","pitcher","2868",83,5.42,1.57,0,5,46,-4.05,-11.15,""
"1076","Bruce Chen","Indians","pitcher","769",38.3,6.1,1.49,0,1,29,-4.05,-11.15,""
